0 ('/bokeh/models/transforms.py', 'module_initializer', 'log')
9063 ('/bokeh/transform.py', 'linear_cmap', 'palette')
9064 ('/bokeh/transform.py', 'linear_cmap', 'low')
9065 ('/bokeh/transform.py', 'linear_cmap', 'high')
9066 ('/bokeh/transform.py', 'linear_cmap', 'linear_cmap_ret')
9067 ('/bokeh/transform.py', 'log_cmap', 'nan_color')
9068 ('/bokeh/transform.py', 'log_cmap', 'high_color')
9069 ('/bokeh/transform.py', 'log_cmap', 'low_color')
9070 ('/bokeh/transform.py', 'log_cmap', 'field_name')
9071 ('/bokeh/transform.py', 'log_cmap', 'palette')
9072 ('/bokeh/transform.py', 'log_cmap', 'low')
9073 ('/bokeh/transform.py', 'log_cmap', 'high')
9074 ('/bokeh/transform.py', 'log_cmap', 'log_cmap_ret')
9075 ('/bokeh/transform.py', 'stack', 'fields')
9076 ('/bokeh/transform.py', 'stack', 'stack_ret')
9077 ('/bokeh/core/property/dataspec.py', 'expr', 'transform')
9078 ('/bokeh/core/property/dataspec.py', 'expr', 'expression')
9079 ('/bokeh/core/property/dataspec.py', 'expr', 'expr_ret')
9080 ('/bokeh/_testing/util/selenium.py', '__init__', 'self')
9081 ('/bokeh/_testing/util/selenium.py', '__init__', 'label')
9082 ('/bokeh/_testing/util/selenium.py', '__init__', 'callback')
9083 ('/bokeh/_testing/util/selenium.py', 'click', 'self')
9084 ('/bokeh/_testing/util/selenium.py', 'click', 'driver')
9085 ('/bokeh/_testing/util/selenium.py', 'click', 'button')
9086 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'config_path')
9087 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'examples_dir')
9088 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'list_of_examples')
9089 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'examples')
9090 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'example')
9091 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'path')
9092 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'example_type')
9093 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'slow_status')
9094 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'skip_status')
9095 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'xfail_status')
9096 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'no_js_status')
9097 ('/bokeh/_testing/util/examples.py', 'collect_examples', 'collect_examples_ret')
9098 ('/bokeh/util/terminal.py', 'warn', 'label')
9099 ('/bokeh/util/terminal.py', 'warn', 'msg')
9100 ('/bokeh/util/terminal.py', 'warn', 'text')
9101 ('/bokeh/util/terminal.py', 'white', 'text')
9102 ('/bokeh/util/terminal.py', 'white', 'white_ret')
9103 ('/bokeh/util/terminal.py', 'info', 'label')
9104 ('/bokeh/util/terminal.py', 'info', 'msg')
9105 ('/bokeh/util/terminal.py', 'info', 'text')
9106 ('/bokeh/client/session.py', 'push_session', 'io_loop')
9107 ('/bokeh/client/session.py', 'push_session', 'url')
9108 ('/bokeh/client/session.py', 'push_session', 'session_id')
9109 ('/bokeh/client/session.py', 'push_session', 'document')
9110 ('/bokeh/client/session.py', 'push_session', 'coords')
9111 ('/bokeh/client/session.py', 'push_session', 'session')
9112 ('/bokeh/client/session.py', 'push_session', 'push_session_ret')
9113 ('/bokeh/util/terminal.py', 'fail', 'label')
9114 ('/bokeh/util/terminal.py', 'fail', 'msg')
9115 ('/bokeh/util/terminal.py', 'fail', 'text')
9116 ('/bokeh/_testing/util/screenshot.py', 'run_in_chrome', 'global_wait')
9117 ('/bokeh/_testing/util/screenshot.py', 'run_in_chrome', 'local_wait')
9118 ('/bokeh/_testing/util/screenshot.py', 'run_in_chrome', 'url')
9119 ('/bokeh/_testing/util/screenshot.py', 'run_in_chrome', 'run_in_chrome_ret')
9120 ('/bokeh/util/terminal.py', 'red', 'text')
9121 ('/bokeh/util/terminal.py', 'red', 'red_ret')
9122 ('/bokeh/_testing/util/examples.py', 'add_examples', 'no_js')
9123 ('/bokeh/_testing/util/examples.py', 'add_examples', 'xfail')
9124 ('/bokeh/_testing/util/examples.py', 'add_examples', 'skip')
9125 ('/bokeh/_testing/util/examples.py', 'add_examples', 'slow')
9126 ('/bokeh/_testing/util/examples.py', 'add_examples', 'example_type')
9127 ('/bokeh/_testing/util/examples.py', 'add_examples', 'list_of_examples')
9128 ('/bokeh/_testing/util/examples.py', 'add_examples', 'path')
9129 ('/bokeh/_testing/util/examples.py', 'add_examples', 'examples_dir')
9130 ('/bokeh/_testing/util/examples.py', 'add_examples', 'star_path')
9131 ('/bokeh/_testing/util/examples.py', 'add_examples', 'name')
9132 ('/bokeh/_testing/util/examples.py', 'add_examples', 'example_path')
9133 ('/bokeh/_testing/util/examples.py', 'add_examples', 'flags')
9134 ('/bokeh/_testing/util/examples.py', 'add_examples', 'orig_name')
9135 ('/bokeh/util/terminal.py', 'yellow', 'text')
9136 ('/bokeh/util/terminal.py', 'yellow', 'yellow_ret')
9137 ('/bokeh/util/terminal.py', 'write', 'kwargs')
9138 ('/bokeh/util/terminal.py', 'write', 'values')
9139 ('/bokeh/util/terminal.py', 'write', 'end')
9140 ('/bokeh/application/application.py', 'create_document', 'self')
9141 ('/bokeh/application/application.py', 'create_document', 'doc')
9142 ('/bokeh/application/application.py', 'create_document', 'create_document_ret')
9143 ('/bokeh/resources.py', '__init__', 'kwargs')
9144 ('/bokeh/client/util.py', 'websocket_url_for_server_url', 'url')
9145 ('/bokeh/client/util.py', 'websocket_url_for_server_url', 'reprotocoled')
9146 ('/bokeh/client/util.py', 'websocket_url_for_server_url', 'websocket_url_for_server_url_ret')
9147 ('/bokeh/client/session.py', '__init__', 'arguments')
9148 ('/bokeh/client/session.py', '__init__', 'io_loop')
9149 ('/bokeh/client/session.py', '__init__', 'websocket_url')
9150 ('/bokeh/client/session.py', '__init__', 'session_id')
9151 ('/bokeh/client/session.py', '__init__', 'self')
9152 ('/bokeh/client/session.py', 'push', 'document')
9153 ('/bokeh/client/session.py', 'push', 'self')
9154 ('/bokeh/client/session.py', 'push', 'doc')
9155 ('/bokeh/_testing/util/screenshot.py', '_get_chrome', '_get_chrome_ret')
9156 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'global_wait')
9157 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'local_wait')
9158 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'engine')
9159 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'url')
9160 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'cmd')
9161 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'env')
9162 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'proc')
9163 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'stdout')
9164 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'stderr')
9165 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', 'output')
9166 ('/bokeh/_testing/util/screenshot.py', '_run_in_browser', '_run_in_browser_ret')
9167 ('/bokeh/_testing/util/examples.py', '__init__', 'self')
9168 ('/bokeh/_testing/util/examples.py', '__init__', 'path')
9169 ('/bokeh/_testing/util/examples.py', '__init__', 'flags')
9170 ('/bokeh/_testing/util/examples.py', '__init__', 'examples_dir')
9171 ('/bokeh/application/application.py', 'initialize_document', 'self')
9172 ('/bokeh/application/application.py', 'initialize_document', 'doc')
9173 ('/bokeh/application/application.py', 'initialize_document', 'h')
9174 ('/bokeh/client/session.py', 'connect', 'self')
9175 ('/bokeh/client/session.py', 'check_connection_errors', 'self')
9176 ('/bokeh/client/session.py', '_attach_document', 'self')
9177 ('/bokeh/client/session.py', '_attach_document', 'document')
9178 ('/bokeh/document/document.py', 'remove_next_tick_callback', 'self')
9179 ('/bokeh/document/document.py', 'remove_next_tick_callback', 'callback_obj')
9180 ('/bokeh/document/document.py', 'remove_periodic_callback', 'self')
9181 ('/bokeh/document/document.py', 'remove_periodic_callback', 'callback_obj')
9182 ('/bokeh/document/document.py', 'remove_timeout_callback', 'self')
9183 ('/bokeh/document/document.py', 'remove_timeout_callback', 'callback_obj')
9184 ('/bokeh/document/document.py', '_remove_session_callback', 'self')
9185 ('/bokeh/document/document.py', '_remove_session_callback', 'callback_obj')
9186 ('/bokeh/document/document.py', '_remove_session_callback', 'originator')
9187 ('/bokeh/document/document.py', '_remove_session_callback', 'callback_objs')
9188 ('/bokeh/document/document.py', '_remove_session_callback', 'cb')
9189 ('/bokeh/document/document.py', '_remove_session_callback', 'cb_objs')
9190 ('/bokeh/document/events.py', '__init__', 'callback')
9191 ('/bokeh/colors/rgb.py', 'copy', 'self')
9192 ('/bokeh/colors/rgb.py', 'copy', 'copy_ret')
9193 ('/bokeh/colors/rgb.py', 'to_hsl', 'self')
9194 ('/bokeh/colors/rgb.py', 'to_hsl', 'h')
9195 ('/bokeh/colors/rgb.py', 'to_hsl', 'l')
9196 ('/bokeh/colors/rgb.py', 'to_hsl', 's')
9197 ('/bokeh/colors/rgb.py', 'to_hsl', 'to_hsl_ret')
9198 ('/bokeh/colors/rgb.py', 'to_rgb', 'self')
9199 ('/bokeh/colors/rgb.py', 'to_rgb', 'to_rgb_ret')
9200 ('/bokeh/io/webdriver.py', 'create_firefox_webdriver', 'firefox')
9201 ('/bokeh/io/webdriver.py', 'create_firefox_webdriver', 'geckodriver')
9202 ('/bokeh/io/webdriver.py', 'create_firefox_webdriver', 'firefox_paths')
9203 ('/bokeh/io/webdriver.py', 'create_firefox_webdriver', 'firefox_path')
9204 ('/bokeh/io/webdriver.py', 'create_firefox_webdriver', 'binary_path')
9205 ('/bokeh/io/webdriver.py', 'create_firefox_webdriver', 'binary')
9206 ('/bokeh/io/webdriver.py', 'create_firefox_webdriver', 'options')
9207 ('/bokeh/io/webdriver.py', 'create_firefox_webdriver', 'create_firefox_webdriver_ret')
9208 ('/bokeh/io/webdriver.py', 'create_chromium_webdriver', 'options')
9209 ('/bokeh/io/webdriver.py', 'create_chromium_webdriver', 'create_chromium_webdriver_ret')
9210 ('/bokeh/io/webdriver.py', '__init__', 'kind')
9211 ('/bokeh/io/webdriver.py', '__init__', 'reuse')
9212 ('/bokeh/io/webdriver.py', '__init__', 'self')
9213 ('/bokeh/io/webdriver.py', '_is_executable', 'path')
9214 ('/bokeh/io/webdriver.py', '_is_executable', '_is_executable_ret')
9215 ('/bokeh/plotting/_legends.py', '_find_legend_item', 'label')
9216 ('/bokeh/plotting/_legends.py', '_find_legend_item', 'legend')
9217 ('/bokeh/plotting/_legends.py', '_find_legend_item', 'item')
9218 ('/bokeh/plotting/_legends.py', '_handle_legend_deprecated', 'label')
9219 ('/bokeh/plotting/_legends.py', '_handle_legend_deprecated', 'legend')
9220 ('/bokeh/plotting/_legends.py', '_handle_legend_deprecated', 'glyph_renderer')
9221 ('/bokeh/plotting/_legends.py', '_handle_legend_deprecated', 'source')
9222 ('/bokeh/plotting/_legends.py', '_handle_legend_field', 'label')
9223 ('/bokeh/plotting/_legends.py', '_handle_legend_field', 'legend')
9224 ('/bokeh/plotting/_legends.py', '_handle_legend_field', 'glyph_renderer')
9225 ('/bokeh/plotting/_legends.py', '_handle_legend_field', 'item')
9226 ('/bokeh/plotting/_legends.py', '_handle_legend_field', 'new_item')
9227 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'label')
9228 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'legend')
9229 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'glyph_renderer')
9230 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'source')
9231 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'column')
9232 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'vals')
9233 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'inds')
9234 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'val')
9235 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'ind')
9236 ('/bokeh/plotting/_legends.py', '_handle_legend_group', 'new_item')
9237 ('/bokeh/plotting/_legends.py', '_handle_legend_label', 'label')
9238 ('/bokeh/plotting/_legends.py', '_handle_legend_label', 'legend')
9239 ('/bokeh/plotting/_legends.py', '_handle_legend_label', 'glyph_renderer')
9240 ('/bokeh/plotting/_legends.py', '_handle_legend_label', 'item')
9241 ('/bokeh/plotting/_legends.py', '_handle_legend_label', 'new_item')
9242 ('/bokeh/plotting/figure.py', 'line', 'kwargs')
9243 ('/bokeh/plotting/figure.py', 'line', 'self')
9244 ('/bokeh/plotting/figure.py', 'scatter', 'kwargs')
9245 ('/bokeh/plotting/figure.py', 'scatter', 'self')
9246 ('/bokeh/plotting/figure.py', 'scatter', 'args')
9247 ('/bokeh/plotting/figure.py', 'scatter', 'marker_type')
9248 ('/bokeh/plotting/figure.py', 'scatter', 'scatter_ret')
9249 ('/bokeh/plotting/figure.py', 'hbar_stack', 'kw')
9250 ('/bokeh/plotting/figure.py', 'hbar_stack', 'self')
9251 ('/bokeh/plotting/figure.py', 'hbar_stack', 'stackers')
9252 ('/bokeh/plotting/figure.py', 'hbar_stack', 'result')
9253 ('/bokeh/plotting/figure.py', 'hbar_stack', 'hbar_stack_ret')
9254 ('/bokeh/plotting/figure.py', 'vbar_stack', 'kw')
9255 ('/bokeh/plotting/figure.py', 'vbar_stack', 'self')
9256 ('/bokeh/plotting/figure.py', 'vbar_stack', 'stackers')
9257 ('/bokeh/plotting/figure.py', 'vbar_stack', 'result')
9258 ('/bokeh/plotting/figure.py', 'vbar_stack', 'vbar_stack_ret')
9259 ('/bokeh/plotting/figure.py', '_scatter', 'kwargs')
9260 ('/bokeh/plotting/figure.py', '_scatter', 'self')
9261 ('/bokeh/plotting/_stack.py', 'double_stack', 'kw')
9262 ('/bokeh/plotting/_stack.py', 'double_stack', 'stackers')
9263 ('/bokeh/plotting/_stack.py', 'double_stack', 'spec0')
9264 ('/bokeh/plotting/_stack.py', 'double_stack', 'spec1')
9265 ('/bokeh/plotting/_stack.py', 'double_stack', 'name')
9266 ('/bokeh/plotting/_stack.py', 'double_stack', 'lengths')
9267 ('/bokeh/plotting/_stack.py', 'double_stack', 's0')
9268 ('/bokeh/plotting/_stack.py', 'double_stack', 's1')
9269 ('/bokeh/plotting/_stack.py', 'double_stack', '_kw')
9270 ('/bokeh/plotting/_stack.py', 'double_stack', 'i')
9271 ('/bokeh/plotting/_stack.py', 'double_stack', 'val')
9272 ('/bokeh/plotting/_stack.py', 'double_stack', 'd')
9273 ('/bokeh/plotting/_stack.py', 'double_stack', 'k')
9274 ('/bokeh/plotting/_stack.py', 'double_stack', 'v')
9275 ('/bokeh/plotting/_stack.py', 'double_stack', 'double_stack_ret')
9276 ('/bokeh/plotting/figure.py', 'hbar', 'kwargs')
9277 ('/bokeh/plotting/figure.py', 'hbar', 'self')
9278 ('/bokeh/plotting/figure.py', 'vbar', 'kwargs')
9279 ('/bokeh/plotting/figure.py', 'vbar', 'self')
9280 ('/bokeh/embed/standalone.py', 'json_item', 'theme')
9281 ('/bokeh/embed/standalone.py', 'json_item', 'target')
9282 ('/bokeh/embed/standalone.py', 'json_item', 'model')
9283 ('/bokeh/embed/standalone.py', 'json_item', 'docs_json')
9284 ('/bokeh/embed/standalone.py', 'json_item', 'doc')
9285 ('/bokeh/embed/standalone.py', 'json_item', 'root_id')
9286 ('/bokeh/embed/standalone.py', 'json_item', 'json_item_ret')
9287 ('/bokeh/plotting/_stack.py', 'single_stack', 'kw')
9288 ('/bokeh/plotting/_stack.py', 'single_stack', 'stackers')
9289 ('/bokeh/plotting/_stack.py', 'single_stack', 'spec')
9290 ('/bokeh/plotting/_stack.py', 'single_stack', 'lengths')
9291 ('/bokeh/plotting/_stack.py', 'single_stack', 's')
9292 ('/bokeh/plotting/_stack.py', 'single_stack', '_kw')
9293 ('/bokeh/plotting/_stack.py', 'single_stack', 'i')
9294 ('/bokeh/plotting/_stack.py', 'single_stack', 'val')
9295 ('/bokeh/plotting/_stack.py', 'single_stack', 'd')
9296 ('/bokeh/plotting/_stack.py', 'single_stack', 'k')
9297 ('/bokeh/plotting/_stack.py', 'single_stack', 'v')
9298 ('/bokeh/plotting/_stack.py', 'single_stack', 'single_stack_ret')
9299 ('/bokeh/core/property/descriptors.py', '__init__', 'self')
9300 ('/bokeh/core/property/descriptors.py', '__init__', 'name')
9301 ('/bokeh/core/property/descriptors.py', 'set_from_json', 'setter')
9302 ('/bokeh/core/property/descriptors.py', 'set_from_json', 'models')
9303 ('/bokeh/core/property/descriptors.py', 'set_from_json', 'self')
9304 ('/bokeh/core/property/descriptors.py', 'set_from_json', 'obj')
9305 ('/bokeh/core/property/descriptors.py', 'set_from_json', 'json')
9306 ('/bokeh/core/property/descriptors.py', 'serializable_value', 'self')
9307 ('/bokeh/core/property/descriptors.py', 'serializable_value', 'obj')
9308 ('/bokeh/core/property/descriptors.py', 'serializable_value', 'value')
9309 ('/bokeh/core/property/descriptors.py', 'serializable_value', 'serializable_value_ret')
9310 ('/bokeh/core/property/descriptors.py', 'add_prop_descriptor_to_class', 'self')
9311 ('/bokeh/core/property/descriptors.py', 'add_prop_descriptor_to_class', 'class_name')
9312 ('/bokeh/core/property/descriptors.py', 'add_prop_descriptor_to_class', 'new_class_attrs')
9313 ('/bokeh/core/property/descriptors.py', 'add_prop_descriptor_to_class', 'names_with_refs')
9314 ('/bokeh/core/property/descriptors.py', 'add_prop_descriptor_to_class', 'container_names')
9315 ('/bokeh/core/property/descriptors.py', 'add_prop_descriptor_to_class', 'dataspecs')
9316 ('/bokeh/core/property/descriptors.py', 'add_prop_descriptor_to_class', 'name')
9317 ('/bokeh/core/property/descriptors.py', '__init__', 'property')
9318 ('/bokeh/core/property/descriptors.py', '__get__', 'self')
9319 ('/bokeh/core/property/descriptors.py', '__get__', 'obj')
9320 ('/bokeh/core/property/descriptors.py', '__get__', 'owner')
9321 ('/bokeh/core/property/descriptors.py', '__get__', '__get___ret')
9322 ('/bokeh/core/property/descriptors.py', '__set__', 'setter')
9323 ('/bokeh/core/property/descriptors.py', '__set__', 'self')
9324 ('/bokeh/core/property/descriptors.py', '__set__', 'obj')
9325 ('/bokeh/core/property/descriptors.py', '__set__', 'value')
9326 ('/bokeh/core/property/descriptors.py', 'class_default', 'self')
9327 ('/bokeh/core/property/descriptors.py', 'class_default', 'cls')
9328 ('/bokeh/core/property/descriptors.py', 'class_default', 'class_default_ret')
9329 ('/bokeh/core/property/descriptors.py', 'serialized', 'self')
9330 ('/bokeh/core/property/descriptors.py', 'serialized', 'serialized_ret')
9331 ('/bokeh/core/property/descriptors.py', 'trigger_if_changed', 'self')
9332 ('/bokeh/core/property/descriptors.py', 'trigger_if_changed', 'obj')
9333 ('/bokeh/core/property/descriptors.py', 'trigger_if_changed', 'old')
9334 ('/bokeh/core/property/descriptors.py', 'trigger_if_changed', 'new_value')
9335 ('/bokeh/core/property/descriptors.py', '__init__', 'units_property')
9336 ('/bokeh/settings.py', '__init__', 'x')
9337 ('/bokeh/core/templates.py', 'get_env', 'templates_path')
9338 ('/bokeh/core/templates.py', 'get_env', 'get_env_ret')
9339 ('/bokeh/util/sampledata.py', 'external_path', 'filename')
9340 ('/bokeh/util/sampledata.py', 'external_path', 'data_dir')
9341 ('/bokeh/util/sampledata.py', 'external_path', 'fn')
9342 ('/bokeh/util/sampledata.py', 'external_path', 'external_path_ret')
9343 ('/bokeh/util/sampledata.py', 'package_csv', 'kw')
9344 ('/bokeh/util/sampledata.py', 'package_csv', 'module')
9345 ('/bokeh/util/sampledata.py', 'package_csv', 'name')
9346 ('/bokeh/util/sampledata.py', 'package_csv', 'pd')
9347 ('/bokeh/util/sampledata.py', 'package_csv', 'package_csv_ret')
9348 ('/bokeh/sampledata/stocks.py', '_read_data', 'name')
9349 ('/bokeh/sampledata/stocks.py', '_read_data', 'filename')
9350 ('/bokeh/sampledata/stocks.py', '_read_data', 'data')
9351 ('/bokeh/sampledata/stocks.py', '_read_data', 'reader')
9352 ('/bokeh/sampledata/stocks.py', '_read_data', 'row')
9353 ('/bokeh/sampledata/stocks.py', '_read_data', 'date')
9354 ('/bokeh/sampledata/stocks.py', '_read_data', 'open_price')
9355 ('/bokeh/sampledata/stocks.py', '_read_data', 'high')
9356 ('/bokeh/sampledata/stocks.py', '_read_data', 'low')
9357 ('/bokeh/sampledata/stocks.py', '_read_data', 'close')
9358 ('/bokeh/sampledata/stocks.py', '_read_data', 'volume')
9359 ('/bokeh/sampledata/stocks.py', '_read_data', 'adj_close')
9360 ('/bokeh/sampledata/stocks.py', '_read_data', '_read_data_ret')
9361 ('/bokeh/util/sampledata.py', 'package_path', 'filename')
9362 ('/bokeh/util/sampledata.py', 'package_path', 'package_path_ret')
9363 ('/bokeh/sampledata/commits.py', '_read_data', 'module')
9364 ('/bokeh/sampledata/commits.py', '_read_data', 'pd')
9365 ('/bokeh/sampledata/commits.py', '_read_data', 'data')
9366 ('/bokeh/sampledata/commits.py', '_read_data', '_read_data_ret')
9367 ('/bokeh/sampledata/us_counties.py', '_read_data', 'nan')
9368 ('/bokeh/sampledata/us_counties.py', '_read_data', 'data')
9369 ('/bokeh/sampledata/us_counties.py', '_read_data', 'reader')
9370 ('/bokeh/sampledata/us_counties.py', '_read_data', 'row')
9371 ('/bokeh/sampledata/us_counties.py', '_read_data', 'name')
9372 ('/bokeh/sampledata/us_counties.py', '_read_data', 'dummy')
9373 ('/bokeh/sampledata/us_counties.py', '_read_data', 'state')
9374 ('/bokeh/sampledata/us_counties.py', '_read_data', 'geometry')
9375 ('/bokeh/sampledata/us_counties.py', '_read_data', 'det_name')
9376 ('/bokeh/sampledata/us_counties.py', '_read_data', 'state_id')
9377 ('/bokeh/sampledata/us_counties.py', '_read_data', 'county_id')
9378 ('/bokeh/sampledata/us_counties.py', '_read_data', 'xml')
9379 ('/bokeh/sampledata/us_counties.py', '_read_data', 'lats')
9380 ('/bokeh/sampledata/us_counties.py', '_read_data', 'lons')
9381 ('/bokeh/sampledata/us_counties.py', '_read_data', 'i')
9382 ('/bokeh/sampledata/us_counties.py', '_read_data', 'poly')
9383 ('/bokeh/sampledata/us_counties.py', '_read_data', 'coords')
9384 ('/bokeh/sampledata/us_counties.py', '_read_data', 'lon')
9385 ('/bokeh/sampledata/us_counties.py', '_read_data', 'lat')
9386 ('/bokeh/sampledata/us_counties.py', '_read_data', '_read_data_ret')
9387 ('/bokeh/util/sampledata.py', 'external_csv', 'kw')
9388 ('/bokeh/util/sampledata.py', 'external_csv', 'module')
9389 ('/bokeh/util/sampledata.py', 'external_csv', 'name')
9390 ('/bokeh/util/sampledata.py', 'external_csv', 'pd')
9391 ('/bokeh/util/sampledata.py', 'external_csv', 'external_csv_ret')
9392 ('/bokeh/sampledata/population.py', '_read_data', 'df')
9393 ('/bokeh/sampledata/population.py', '_read_data', '_read_data_ret')
9394 ('/bokeh/sampledata/unemployment.py', '_read_data', 'data')
9395 ('/bokeh/sampledata/unemployment.py', '_read_data', 'reader')
9396 ('/bokeh/sampledata/unemployment.py', '_read_data', 'row')
9397 ('/bokeh/sampledata/unemployment.py', '_read_data', 'dummy')
9398 ('/bokeh/sampledata/unemployment.py', '_read_data', 'state_id')
9399 ('/bokeh/sampledata/unemployment.py', '_read_data', 'county_id')
9400 ('/bokeh/sampledata/unemployment.py', '_read_data', 'dumm')
9401 ('/bokeh/sampledata/unemployment.py', '_read_data', 'rate')
9402 ('/bokeh/sampledata/unemployment.py', '_read_data', '_read_data_ret')
9403 ('/bokeh/sampledata/us_holidays.py', '_read_data', 'ic')
9404 ('/bokeh/sampledata/us_holidays.py', '_read_data', 'data')
9405 ('/bokeh/sampledata/us_holidays.py', '_read_data', '_read_data_ret')
9406 ('/bokeh/sampledata/daylight.py', '_read_data', 'df')
9407 ('/bokeh/sampledata/daylight.py', '_read_data', '_read_data_ret')
9408 ('/bokeh/sampledata/autompg.py', '_clean_data', 'df')
9409 ('/bokeh/sampledata/autompg.py', '_clean_data', 'x')
9410 ('/bokeh/sampledata/autompg.py', '_clean_data', 'ORIGINS')
9411 ('/bokeh/sampledata/autompg.py', '_clean_data', '_clean_data_ret')
9412 ('/bokeh/sampledata/browsers.py', '_read_data', 'df')
9413 ('/bokeh/sampledata/browsers.py', '_read_data', '_versions')
9414 ('/bokeh/sampledata/browsers.py', '_read_data', 'icons')
9415 ('/bokeh/sampledata/browsers.py', '_read_data', 'browser')
9416 ('/bokeh/sampledata/browsers.py', '_read_data', '_read_data_ret')
9417 ('/bokeh/sampledata/autompg2.py', '_read_data', 'df')
9418 ('/bokeh/sampledata/autompg2.py', '_read_data', '_read_data_ret')
9419 ('/bokeh/sampledata/us_states.py', '_read_data', 'nan')
9420 ('/bokeh/sampledata/us_states.py', '_read_data', 'data')
9421 ('/bokeh/sampledata/us_states.py', '_read_data', 'decoded')
9422 ('/bokeh/sampledata/us_states.py', '_read_data', 'reader')
9423 ('/bokeh/sampledata/us_states.py', '_read_data', 'row')
9424 ('/bokeh/sampledata/us_states.py', '_read_data', 'region')
9425 ('/bokeh/sampledata/us_states.py', '_read_data', 'name')
9426 ('/bokeh/sampledata/us_states.py', '_read_data', 'code')
9427 ('/bokeh/sampledata/us_states.py', '_read_data', 'geometry')
9428 ('/bokeh/sampledata/us_states.py', '_read_data', 'dummy')
9429 ('/bokeh/sampledata/us_states.py', '_read_data', 'xml')
9430 ('/bokeh/sampledata/us_states.py', '_read_data', 'lats')
9431 ('/bokeh/sampledata/us_states.py', '_read_data', 'lons')
9432 ('/bokeh/sampledata/us_states.py', '_read_data', 'i')
9433 ('/bokeh/sampledata/us_states.py', '_read_data', 'poly')
9434 ('/bokeh/sampledata/us_states.py', '_read_data', 'coords')
9435 ('/bokeh/sampledata/us_states.py', '_read_data', 'lon')
9436 ('/bokeh/sampledata/us_states.py', '_read_data', 'lat')
9437 ('/bokeh/sampledata/us_states.py', '_read_data', '_read_data_ret')
9438 ('/bokeh/sampledata/sea_surface_temperature.py', '_read_data', 'df')
9439 ('/bokeh/sampledata/sea_surface_temperature.py', '_read_data', '_read_data_ret')
9440 ('/bokeh/sampledata/airports.py', '_read_data', 'pd')
9441 ('/bokeh/sampledata/airports.py', '_read_data', 'content')
9442 ('/bokeh/sampledata/airports.py', '_read_data', 'airports')
9443 ('/bokeh/sampledata/airports.py', '_read_data', 'schema')
9444 ('/bokeh/sampledata/airports.py', '_read_data', 'data')
9445 ('/bokeh/sampledata/airports.py', '_read_data', '_read_data_ret')
9446 ('/bokeh/sampledata/us_marriages_divorces.py', '_read_data', 'data')
9447 ('/bokeh/sampledata/us_marriages_divorces.py', '_read_data', '_read_data_ret')
9448 ('/bokeh/util/token.py', '_get_sysrandom', 'sysrandom')
9449 ('/bokeh/util/token.py', '_get_sysrandom', 'using_sysrandom')
9450 ('/bokeh/util/token.py', '_get_sysrandom', '_get_sysrandom_ret')
9451 ('/bokeh/core/property/struct.py', '__init__', 'fields')
9452 ('/bokeh/core/property/struct.py', '__init__', 'self')
9453 ('/bokeh/core/property/struct.py', '__init__', 'default')
9454 ('/bokeh/core/property/struct.py', '__init__', 'help')
9455 ('/bokeh/core/property/struct.py', '__init__', 'name')
9456 ('/bokeh/core/property/struct.py', '__init__', 'type')
9457 ('/bokeh/colors/util.py', '__init__', 'self')
9458 ('/bokeh/colors/util.py', '__init__', 'name')
9459 ('/bokeh/colors/util.py', '__init__', 'r')
9460 ('/bokeh/colors/util.py', '__init__', 'g')
9461 ('/bokeh/colors/util.py', '__init__', 'b')
9462 ('/bokeh/command/subcommands/__init__.py', '_collect', 'results')
9463 ('/bokeh/command/subcommands/__init__.py', '_collect', 'file')
9464 ('/bokeh/command/subcommands/__init__.py', '_collect', 'modname')
