0 ('/sc2/maps.py', 'module_initializer', 'logger')
3923 ('/sc2/bot_ai.py', 'can_afford', 'item_id')
3924 ('/sc2/bot_ai.py', 'can_afford', 'enough_supply')
3925 ('/sc2/bot_ai.py', 'can_afford', 'unit')
3926 ('/sc2/bot_ai.py', 'can_afford', 'cost')
3927 ('/sc2/bot_ai.py', 'can_afford', 'can_afford_ret')
3928 ('/sc2/bot_ai.py', 'do', 'self')
3929 ('/sc2/bot_ai.py', 'do', 'action')
3930 ('/sc2/bot_ai.py', 'do', 'do_ret')
3931 ('/sc2/bot_ai.py', 'do', 'r')
3932 ('/sc2/bot_ai.py', 'do', 'cost')
3933 ('/sc2/bot_ai.py', 'do_actions', 'self')
3934 ('/sc2/bot_ai.py', 'do_actions', 'actions')
3935 ('/sc2/bot_ai.py', 'do_actions', 'action')
3936 ('/sc2/bot_ai.py', 'do_actions', 'cost')
3937 ('/sc2/bot_ai.py', 'do_actions', 'r')
3938 ('/sc2/bot_ai.py', 'already_pending', 'all_units')
3939 ('/sc2/bot_ai.py', 'already_pending', 'self')
3940 ('/sc2/bot_ai.py', 'already_pending', 'unit_type')
3941 ('/sc2/bot_ai.py', 'already_pending', 'already_pending_ret')
3942 ('/sc2/bot_ai.py', 'already_pending', 'ability')
3943 ('/sc2/bot_ai.py', 'already_pending', 'amount')
3944 ('/sc2/bot_ai.py', 'already_pending', 'u')
3945 ('/sc2/bot_ai.py', 'already_pending', 'o')
3946 ('/sc2/bot_ai.py', 'already_pending', 'w')
3947 ('/sc2/bot_ai.py', 'already_pending', 'egg')
3948 ('/sc2/bot_ai.py', 'expand_now', 'location')
3949 ('/sc2/bot_ai.py', 'expand_now', 'max_distance')
3950 ('/sc2/bot_ai.py', 'expand_now', 'building')
3951 ('/sc2/bot_ai.py', 'expand_now', 'self')
3952 ('/sc2/bot_ai.py', 'expand_now', 'start_townhall_type')
3953 ('/sc2/position.py', 'position', 'self')
3954 ('/sc2/position.py', 'position', 'position_ret')
3955 ('/sc2/position.py', 'distance_to', 'self')
3956 ('/sc2/position.py', 'distance_to', 'p')
3957 ('/sc2/position.py', 'distance_to', 'distance_to_ret')
3958 ('/sc2/position.py', 'closest', 'self')
3959 ('/sc2/position.py', 'closest', 'ps')
3960 ('/sc2/position.py', 'closest', 'closest_ret')
3961 ('/sc2/position.py', 'closest', 'closest_distance_squared')
3962 ('/sc2/position.py', 'closest', 'p2')
3963 ('/sc2/position.py', 'closest', 'p2pos')
3964 ('/sc2/position.py', 'closest', 'distance')
3965 ('/sc2/position.py', 'closest', 'closest_element')
3966 ('/sc2/position.py', 'furthest', 'self')
3967 ('/sc2/position.py', 'furthest', 'ps')
3968 ('/sc2/position.py', 'furthest', 'furthest_ret')
3969 ('/sc2/position.py', 'furthest', 'furthest_distance_squared')
3970 ('/sc2/position.py', 'furthest', 'p2')
3971 ('/sc2/position.py', 'furthest', 'p2pos')
3972 ('/sc2/position.py', 'furthest', 'distance')
3973 ('/sc2/position.py', 'furthest', 'furthest_element')
3974 ('/sc2/position.py', 'offset', 'self')
3975 ('/sc2/position.py', 'offset', 'p')
3976 ('/sc2/position.py', 'offset', 'offset_ret')
3977 ('/sc2/position.py', 'towards', 'limit')
3978 ('/sc2/position.py', 'towards', 'distance')
3979 ('/sc2/position.py', 'towards', 'self')
3980 ('/sc2/position.py', 'towards', 'p')
3981 ('/sc2/position.py', 'towards', 'towards_ret')
3982 ('/sc2/position.py', 'towards', 'd')
3983 ('/sc2/position.py', 'neighbors8', 'self')
3984 ('/sc2/position.py', 'neighbors8', 'neighbors8_ret')
3985 ('/sc2/position.py', 'to3', 'self')
3986 ('/sc2/position.py', 'to3', 'to3_ret')
3987 ('/sc2/sc2process.py', '__init__', 'render')
3988 ('/sc2/sc2process.py', '__init__', 'fullscreen')
3989 ('/sc2/sc2process.py', '__init__', 'port')
3990 ('/sc2/sc2process.py', '__init__', 'host')
3991 ('/sc2/sc2process.py', '__init__', 'self')
3992 ('/sc2/main.py', '_setup_host_game', 'random_seed')
3993 ('/sc2/main.py', '_setup_host_game', 'server')
3994 ('/sc2/main.py', '_setup_host_game', 'map_settings')
3995 ('/sc2/main.py', '_setup_host_game', 'players')
3996 ('/sc2/main.py', '_setup_host_game', 'realtime')
3997 ('/sc2/main.py', '_setup_host_game', 'r')
3998 ('/sc2/main.py', '_setup_host_game', 'err')
3999 ('/sc2/main.py', '_setup_host_game', '_setup_host_game_ret')
4000 ('/sc2/main.py', '_play_game', 'rgb_render_config')
4001 ('/sc2/main.py', '_play_game', 'game_time_limit')
4002 ('/sc2/main.py', '_play_game', 'step_time_limit')
4003 ('/sc2/main.py', '_play_game', 'player')
4004 ('/sc2/main.py', '_play_game', 'client')
4005 ('/sc2/main.py', '_play_game', 'realtime')
4006 ('/sc2/main.py', '_play_game', 'portconfig')
4007 ('/sc2/main.py', '_play_game', 'player_id')
4008 ('/sc2/main.py', '_play_game', 'result')
4009 ('/sc2/main.py', '_play_game', '_play_game_ret')
4010 ('/sc2/client.py', '__init__', 'self')
4011 ('/sc2/client.py', '__init__', 'ws')
4012 ('/sc2/client.py', 'save_replay', 'self')
4013 ('/sc2/client.py', 'save_replay', 'path')
4014 ('/sc2/client.py', 'save_replay', 'result')
4015 ('/sc2/client.py', 'leave', 'self')
4016 ('/sc2/client.py', 'leave', 'is_resign')
4017 ('/sc2/protocol.py', 'quit', 'self')
4018 ('/sc2/bot_ai.py', 'can_feed', 'self')
4019 ('/sc2/bot_ai.py', 'can_feed', 'unit_type')
4020 ('/sc2/bot_ai.py', 'can_feed', 'required')
4021 ('/sc2/bot_ai.py', 'can_feed', 'can_feed_ret')
4022 ('/sc2/bot_ai.py', '__init__', 'self')
4023 ('/sc2/bot_ai.py', '__init__', 'can_afford_minerals')
4024 ('/sc2/bot_ai.py', '__init__', 'can_afford_vespene')
4025 ('/sc2/bot_ai.py', '__init__', 'have_enough_supply')
4026 ('/sc2/bot_ai.py', 'already_pending_upgrade', 'self')
4027 ('/sc2/bot_ai.py', 'already_pending_upgrade', 'upgrade_type')
4028 ('/sc2/bot_ai.py', 'already_pending_upgrade', 'already_pending_upgrade_ret')
4029 ('/sc2/bot_ai.py', 'already_pending_upgrade', 'level')
4030 ('/sc2/bot_ai.py', 'already_pending_upgrade', 'creationAbilityID')
4031 ('/sc2/bot_ai.py', 'already_pending_upgrade', 'structure')
4032 ('/sc2/bot_ai.py', 'already_pending_upgrade', 'order')
4033 ('/sc2/bot_ai.py', 'get_next_expansion', 'self')
4034 ('/sc2/bot_ai.py', 'get_next_expansion', 'closest')
4035 ('/sc2/bot_ai.py', 'get_next_expansion', 'distance')
4036 ('/sc2/bot_ai.py', 'get_next_expansion', 'el')
4037 ('/sc2/bot_ai.py', 'get_next_expansion', 'is_near_to_expansion')
4038 ('/sc2/bot_ai.py', 'get_next_expansion', 'startp')
4039 ('/sc2/bot_ai.py', 'get_next_expansion', 'd')
4040 ('/sc2/bot_ai.py', 'build', 'placement_step')
4041 ('/sc2/bot_ai.py', 'build', 'random_alternative')
4042 ('/sc2/bot_ai.py', 'build', 'unit')
4043 ('/sc2/bot_ai.py', 'build', 'max_distance')
4044 ('/sc2/bot_ai.py', 'build', 'self')
4045 ('/sc2/bot_ai.py', 'build', 'building')
4046 ('/sc2/bot_ai.py', 'build', 'near')
4047 ('/sc2/bot_ai.py', 'build', 'p')
4048 ('/sc2/bot_ai.py', 'build', 'build_ret')
4049 ('/sc2/client.py', 'join_game', 'rgb_render_config')
4050 ('/sc2/client.py', 'join_game', 'portconfig')
4051 ('/sc2/client.py', 'join_game', 'observed_player_id')
4052 ('/sc2/client.py', 'join_game', 'race')
4053 ('/sc2/client.py', 'join_game', 'name')
4054 ('/sc2/client.py', 'join_game', 'self')
4055 ('/sc2/client.py', 'join_game', 'ifopts')
4056 score: tru
4057 
4058 ('/sc2/client.py', 'join_game', 'window_size')
4059 ('/sc2/client.py', 'join_game', 'minimap_size')
4060 ('/sc2/client.py', 'join_game', 'map_width')
4061 ('/sc2/client.py', 'join_game', 'map_height')
4062 ('/sc2/client.py', 'join_game', 'minimap_width')
4063 ('/sc2/client.py', 'join_game', 'minimap_height')
4064 ('/sc2/client.py', 'join_game', 'req')
4065 ('/sc2/client.py', 'join_game', 'ppc')
4066 ('/sc2/client.py', 'join_game', 'p')
4067 ('/sc2/client.py', 'join_game', 'result')
4068 ('/sc2/client.py', 'join_game', 'join_game_ret')
4069 ('/sc2/main.py', '_play_game_human', 'client')
4070 ('/sc2/main.py', '_play_game_human', 'player_id')
4071 ('/sc2/main.py', '_play_game_human', 'realtime')
4072 ('/sc2/main.py', '_play_game_human', 'game_time_limit')
4073 ('/sc2/main.py', '_play_game_human', 'state')
4074 ('/sc2/main.py', '_play_game_human', '_play_game_human_ret')
4075 ('/sc2/main.py', '_play_game_ai', 'client')
4076 ('/sc2/main.py', '_play_game_ai', 'player_id')
4077 ('/sc2/main.py', '_play_game_ai', 'ai')
4078 ('/sc2/main.py', '_play_game_ai', 'realtime')
4079 ('/sc2/main.py', '_play_game_ai', 'step_time_limit')
4080 ('/sc2/main.py', '_play_game_ai', 'game_time_limit')
4081 ('/sc2/main.py', '_play_game_ai', 'time_penalty_cooldown')
4082 ('/sc2/main.py', '_play_game_ai', 'time_limit')
4083 ('/sc2/main.py', '_play_game_ai', 'time_window')
4084 ('/sc2/main.py', '_play_game_ai', 'time_penalty')
4085 ('/sc2/main.py', '_play_game_ai', 'game_data')
4086 ('/sc2/main.py', '_play_game_ai', 'game_info')
4087 ('/sc2/main.py', '_play_game_ai', '_play_game_ai_ret')
4088 ('/sc2/main.py', '_play_game_ai', 'iteration')
4089 ('/sc2/main.py', '_play_game_ai', 'state')
4090 ('/sc2/main.py', '_play_game_ai', 'gs')
4091 ('/sc2/main.py', '_play_game_ai', 'out_of_budget')
4092 ('/sc2/main.py', '_play_game_ai', 'budget')
4093 ('/sc2/main.py', '_play_game_ai', 'step_time')
4094 ('/sc2/main.py', '_play_game_ai', 'step_start')
4095 ('/sc2/main.py', '_play_game_ai', 'result')
4096 ('/sc2/protocol.py', '__init__', 'self')
4097 ('/sc2/protocol.py', '__init__', 'ws')
4098 ('/sc2/protocol.py', '_execute', 'kwargs')
4099 ('/sc2/protocol.py', '_execute', 'self')
4100 ('/sc2/protocol.py', '_execute', 'request')
4101 ('/sc2/protocol.py', '_execute', 'response')
4102 ('/sc2/protocol.py', '_execute', 'new_status')
4103 ('/sc2/protocol.py', '_execute', '_execute_ret')
4104 ('/sc2/bot_ai.py', 'find_placement', 'placement_step')
4105 ('/sc2/bot_ai.py', 'find_placement', 'random_alternative')
4106 ('/sc2/bot_ai.py', 'find_placement', 'max_distance')
4107 ('/sc2/bot_ai.py', 'find_placement', 'self')
4108 ('/sc2/bot_ai.py', 'find_placement', 'building')
4109 ('/sc2/bot_ai.py', 'find_placement', 'near')
4110 ('/sc2/bot_ai.py', 'find_placement', 'find_placement_ret')
4111 ('/sc2/bot_ai.py', 'find_placement', 'distance')
4112 ('/sc2/bot_ai.py', 'find_placement', 'dx')
4113 ('/sc2/bot_ai.py', 'find_placement', 'dy')
4114 ('/sc2/bot_ai.py', 'find_placement', 'p')
4115 ('/sc2/bot_ai.py', 'find_placement', 'possible_positions')
4116 ('/sc2/bot_ai.py', 'find_placement', 'res')
4117 ('/sc2/bot_ai.py', 'find_placement', 'r')
4118 ('/sc2/bot_ai.py', 'find_placement', 'possible')
4119 ('/sc2/bot_ai.py', 'select_build_worker', 'force')
4120 ('/sc2/bot_ai.py', 'select_build_worker', 'self')
4121 ('/sc2/bot_ai.py', 'select_build_worker', 'pos')
4122 ('/sc2/bot_ai.py', 'select_build_worker', 'workers')
4123 ('/sc2/bot_ai.py', 'select_build_worker', 'worker')
4124 ('/sc2/bot_ai.py', 'select_build_worker', 'select_build_worker_ret')
4125 ('/sc2/renderer.py', '__init__', 'self')
4126 ('/sc2/renderer.py', '__init__', 'client')
4127 ('/sc2/renderer.py', '__init__', 'map_size')
4128 ('/sc2/renderer.py', '__init__', 'minimap_size')
4129 ('/sc2/client.py', 'observation', 'self')
4130 ('/sc2/client.py', 'observation', 'result')
4131 ('/sc2/client.py', 'observation', 'player_id_to_result')
4132 ('/sc2/client.py', 'observation', 'pr')
4133 ('/sc2/client.py', 'observation', 'observation_ret')
4134 ('/sc2/client.py', 'step', 'self')
4135 ('/sc2/client.py', 'step', 'result')
4136 ('/sc2/client.py', 'step', 'step_ret')
4137 ('/sc2/main.py', '__init__', 'self')
4138 ('/sc2/main.py', '__init__', 'size')
4139 ('/sc2/client.py', 'get_game_data', 'self')
4140 ('/sc2/client.py', 'get_game_data', 'result')
4141 ('/sc2/client.py', 'get_game_data', 'get_game_data_ret')
4142 ('/sc2/client.py', 'get_game_info', 'self')
4143 ('/sc2/client.py', 'get_game_info', 'result')
4144 ('/sc2/client.py', 'get_game_info', 'get_game_info_ret')
4145 ('/sc2/bot_ai.py', '_prepare_start', 'self')
4146 ('/sc2/bot_ai.py', '_prepare_start', 'client')
4147 ('/sc2/bot_ai.py', '_prepare_start', 'player_id')
4148 ('/sc2/bot_ai.py', '_prepare_start', 'game_info')
4149 ('/sc2/bot_ai.py', '_prepare_start', 'game_data')
4150 ('/sc2/game_state.py', '__init__', 'self')
4151 ('/sc2/game_state.py', '__init__', 'response_observation')
4152 ('/sc2/game_state.py', '__init__', 'game_data')
4153 ('/sc2/game_state.py', '__init__', 'visibleUnits')
4154 ('/sc2/game_state.py', '__init__', 'hiddenUnits')
4155 ('/sc2/game_state.py', '__init__', 'minerals')
4156 ('/sc2/game_state.py', '__init__', 'geysers')
4157 ('/sc2/game_state.py', '__init__', 'destructables')
4158 ('/sc2/game_state.py', '__init__', 'enemy')
4159 ('/sc2/game_state.py', '__init__', 'own')
4160 ('/sc2/game_state.py', '__init__', 'unit')
4161 ('/sc2/bot_ai.py', '_prepare_step', 'self')
4162 ('/sc2/bot_ai.py', '_prepare_step', 'state')
4163 ('/sc2/bot_ai.py', '_prepare_step', 'unit')
4164 ('/sc2/bot_ai.py', '_prepare_first_step', 'self')
4165 ('/sc2/bot_ai.py', 'issue_events', 'self')
4166 ('/sc2/bot_ai.py', 'issue_events', 'unit')
4167 ('/sc2/main.py', 'available_fmt', 'self')
4168 ('/sc2/main.py', 'available_fmt', 'available_fmt_ret')
4169 ('/sc2/main.py', 'push', 'self')
4170 ('/sc2/main.py', 'push', 'value')
4171 ('/sc2/main.py', 'clear', 'self')
4172 ('/sc2/client.py', 'in_game', 'self')
4173 ('/sc2/client.py', 'in_game', 'in_game_ret')
4174 ('/sc2/protocol.py', '__request', 'self')
4175 ('/sc2/protocol.py', '__request', 'request')
4176 ('/sc2/protocol.py', '__request', 'response')
4177 ('/sc2/protocol.py', '__request', 'response_bytes')
4178 ('/sc2/protocol.py', '__request', '__request_ret')
4179 ('/sc2/bot_ai.py', 'can_place', 'self')
4180 ('/sc2/bot_ai.py', 'can_place', 'building')
4181 ('/sc2/bot_ai.py', 'can_place', 'position')
4182 ('/sc2/bot_ai.py', 'can_place', 'r')
4183 ('/sc2/bot_ai.py', 'can_place', 'can_place_ret')
4184 ('/sc2/renderer.py', 'render', 'self')
4185 ('/sc2/renderer.py', 'render', 'observation')
4186 ('/sc2/renderer.py', 'render', 'render_data')
4187 ('/sc2/renderer.py', 'render', 'map_size')
4188 ('/sc2/renderer.py', 'render', 'map_data')
4189 ('/sc2/renderer.py', 'render', 'minimap_size')
4190 ('/sc2/renderer.py', 'render', 'minimap_data')
4191 ('/sc2/renderer.py', 'render', 'map_width')
4192 ('/sc2/renderer.py', 'render', 'map_height')
4193 ('/sc2/renderer.py', 'render', 'map_pitch')
4194 ('/sc2/renderer.py', 'render', 'minimap_width')
4195 ('/sc2/renderer.py', 'render', 'minimap_height')
4196 ('/sc2/renderer.py', 'render', 'minimap_pitch')
4197 ('/sc2/game_data.py', '__init__', 'self')
4198 ('/sc2/game_data.py', '__init__', 'data')
4199 ('/sc2/game_data.py', '__init__', 'ids')
4200 ('/sc2/game_data.py', '__init__', 'a')
4201 ('/sc2/game_data.py', '__init__', 'u')
4202 ('/sc2/game_info.py', '__init__', 'self')
4203 ('/sc2/game_info.py', '__init__', 'proto')
4204 ('/sc2/game_info.py', '__init__', 'p')
4205 ('/sc2/game_info.py', '__init__', 'sl')
4206 ('/sc2/units.py', '__init__', 'self')
4207 ('/sc2/units.py', '__init__', 'units')
4208 ('/sc2/units.py', '__init__', 'game_data')
4209 ('/sc2/game_state.py', '__init__', 'proto')
4210 ('/sc2/score.py', '__init__', 'self')
4211 ('/sc2/score.py', '__init__', 'proto')
4212 ('/sc2/pixel_map.py', '__init__', 'self')
4213 ('/sc2/pixel_map.py', '__init__', 'proto')
4214 ('/sc2/bot_ai.py', '_issue_unit_dead_events', 'self')
4215 ('/sc2/bot_ai.py', '_issue_unit_dead_events', 'event')
4216 ('/sc2/bot_ai.py', '_issue_unit_dead_events', 'tag')
4217 ('/sc2/bot_ai.py', '_issue_unit_added_events', 'self')
4218 ('/sc2/bot_ai.py', '_issue_unit_added_events', 'unit')
4219 ('/sc2/bot_ai.py', '_issue_building_complete_event', 'self')
4220 ('/sc2/bot_ai.py', '_issue_building_complete_event', 'unit')
4221 ('/sc2/bot_ai.py', '_issue_building_complete_event', 'unit_prev')
4222 ('/sc2/renderer.py', '_update_window', 'self')
4223 ('/sc2/client.py', 'move_camera_spatial', 'self')
4224 ('/sc2/client.py', 'move_camera_spatial', 'position')
4225 ('/sc2/client.py', 'move_camera_spatial', 'action')
4226 ('/sc2/game_data.py', '__init__', 'game_data')
4227 ('/sc2/game_data.py', '__init__', 'proto')
4228 ('/sc2/client.py', 'chat_send', 'self')
4229 ('/sc2/client.py', 'chat_send', 'message')
4230 ('/sc2/client.py', 'chat_send', 'team_only')
4231 ('/sc2/client.py', 'chat_send', 'ch')
4232 ('/sc2/game_info.py', 'map_center', 'self')
4233 ('/sc2/game_info.py', 'map_center', 'map_center_ret')
4234 ('/sc2/units.py', 'filter', 'self')
4235 ('/sc2/units.py', 'filter', 'pred')
4236 ('/sc2/units.py', 'filter', 'filter_ret')
4237 ('/sc2/client.py', 'query_available_abilities', 'ignore_resource_requirements')
4238 ('/sc2/client.py', 'query_available_abilities', 'self')
4239 ('/sc2/client.py', 'query_available_abilities', 'units')
4240 ('/sc2/client.py', 'query_available_abilities', 'input_was_a_list')
4241 ('/sc2/client.py', 'query_available_abilities', 'unit')
4242 ('/sc2/client.py', 'query_available_abilities', 'result')
4243 ('/sc2/client.py', 'query_available_abilities', 'b')
4244 ('/sc2/client.py', 'query_available_abilities', 'a')
4245 ('/sc2/client.py', 'query_available_abilities', 'query_available_abilities_ret')
4246 ('/sc2/game_data.py', 'calculate_ability_cost', 'self')
4247 ('/sc2/game_data.py', 'calculate_ability_cost', 'ability')
4248 ('/sc2/game_data.py', 'calculate_ability_cost', 'unit')
4249 ('/sc2/game_data.py', 'calculate_ability_cost', 'calculate_ability_cost_ret')
4250 ('/sc2/game_data.py', 'calculate_ability_cost', 'morph_cost')
4251 ('/sc2/game_data.py', 'calculate_ability_cost', 'upgrade')
4252 ('/sc2/game_data.py', 'cost', 'self')
4253 ('/sc2/game_data.py', 'cost', 'cost_ret')
4254 ('/sc2/client.py', 'actions', 'return_successes')
4255 ('/sc2/client.py', 'actions', 'self')
4256 ('/sc2/client.py', 'actions', 'actions')
4257 ('/sc2/client.py', 'actions', 'game_data')
4258 ('/sc2/client.py', 'actions', 'res')
4259 ('/sc2/client.py', 'actions', 'actions_ret')
4260 ('/sc2/client.py', 'actions', 'a')
4261 ('/sc2/client.py', 'actions', 'r')
4262 ('/sc2/game_info.py', '_find_ramps', 'self')
4263 ('/sc2/game_info.py', '_find_ramps', 'x')
4264 ('/sc2/game_info.py', '_find_ramps', 'y')
4265 ('/sc2/game_info.py', '_find_ramps', 'rampDict')
4266 ('/sc2/game_info.py', '_find_ramps', 'rampPoints')
4267 ('/sc2/game_info.py', '_find_ramps', 'rampGroups')
4268 ('/sc2/game_info.py', '_find_ramps', 'group')
4269 ('/sc2/game_info.py', '_find_ramps', '_find_ramps_ret')
4270 ('/sc2/units.py', 'subgroup', 'self')
4271 ('/sc2/units.py', 'subgroup', 'units')
4272 ('/sc2/units.py', 'subgroup', 'subgroup_ret')
4273 ('/sc2/game_data.py', '__init__', 'time')
4274 ('/sc2/game_data.py', '__init__', 'minerals')
4275 ('/sc2/game_data.py', '__init__', 'vespene')
4276 ('/sc2/action.py', 'combine_actions', 'action_iter')
4277 ('/sc2/action.py', 'combine_actions', 'key')
4278 ('/sc2/action.py', 'combine_actions', 'items')
4279 ('/sc2/action.py', 'combine_actions', 'ability')
4280 ('/sc2/action.py', 'combine_actions', 'target')
4281 ('/sc2/action.py', 'combine_actions', 'queue')
4282 ('/sc2/action.py', 'combine_actions', 'cmd')
4283 ('/sc2/action.py', 'combine_actions', 'u')
4284 ('/sc2/client.py', 'query_pathing', 'self')
4285 ('/sc2/client.py', 'query_pathing', 'start')
4286 ('/sc2/client.py', 'query_pathing', 'end')
4287 ('/sc2/client.py', 'query_pathing', 'result')
4288 ('/sc2/client.py', 'query_pathing', 'distance')
4289 ('/sc2/client.py', 'query_building_placement', 'ignore_resources')
4290 ('/sc2/client.py', 'query_building_placement', 'self')
4291 ('/sc2/client.py', 'query_building_placement', 'ability')
4292 ('/sc2/client.py', 'query_building_placement', 'positions')
4293 ('/sc2/client.py', 'query_building_placement', 'position')
4294 ('/sc2/client.py', 'query_building_placement', 'result')
4295 ('/sc2/client.py', 'query_building_placement', 'p')
4296 ('/sc2/client.py', 'query_building_placement', 'query_building_placement_ret')
4297 ('/sc2/game_info.py', '_find_groups', 'max_distance_between_points')
4298 ('/sc2/game_info.py', '_find_groups', 'minimum_points_per_group')
4299 ('/sc2/game_info.py', '_find_groups', 'self')
4300 ('/sc2/game_info.py', '_find_groups', 'points')
4301 ('/sc2/game_info.py', '_find_groups', 'NOT_INTERESTED')
4302 ('/sc2/game_info.py', '_find_groups', 'NOT_COLORED_YET')
4303 ('/sc2/game_info.py', '_find_groups', 'currentColor')
4304 ('/sc2/game_info.py', '_find_groups', 'i')
4305 ('/sc2/game_info.py', '_find_groups', 'j')
4306 ('/sc2/game_info.py', '_find_groups', 'picture')
4307 ('/sc2/game_info.py', '_find_groups', 'paint')
4308 ('/sc2/game_info.py', '_find_groups', 'nearby')
4309 ('/sc2/game_info.py', '_find_groups', 'dx')
4310 ('/sc2/game_info.py', '_find_groups', 'dy')
4311 ('/sc2/game_info.py', '_find_groups', 'point')
4312 ('/sc2/game_info.py', '_find_groups', 'remaining')
4313 ('/sc2/game_info.py', '_find_groups', 'queue')
4314 ('/sc2/game_info.py', '_find_groups', 'foundGroups')
4315 ('/sc2/game_info.py', '_find_groups', 'currentGroup')
4316 ('/sc2/game_info.py', '_find_groups', 'start')
4317 ('/sc2/game_info.py', '_find_groups', 'base')
4318 ('/sc2/game_info.py', '_find_groups', 'offset')
4319 ('/sc2/game_info.py', '_find_groups', 'px')
4320 ('/sc2/game_info.py', '_find_groups', 'py')
4321 ('/sc2/game_info.py', '_find_groups', '_find_groups_ret')
4322 ('/sc2/game_info.py', '__init__', 'points')
4323 ('/sc2/game_info.py', '__init__', 'game_info')
4324 ('/generate_id_constants.py', 'clike_enum_parse', 'code')
4325 ('/generate_id_constants.py', 'clike_enum_parse', 'enums')
4326 ('/generate_id_constants.py', 'clike_enum_parse', 'enum')
4327 ('/generate_id_constants.py', 'clike_enum_parse', 'name')
4328 ('/generate_id_constants.py', 'clike_enum_parse', 'body')
4329 ('/generate_id_constants.py', 'clike_enum_parse', 'key')
4330 ('/generate_id_constants.py', 'clike_enum_parse', 'value')
4331 ('/generate_id_constants.py', 'clike_enum_parse', 'clike_enum_parse_ret')
4332 ('/generate_id_constants.py', 'generate_python_code', 'enums')
4333 ('/generate_id_constants.py', 'generate_python_code', 'sc2dir')
4334 ('/generate_id_constants.py', 'generate_python_code', 'idsdir')
4335 ('/generate_id_constants.py', 'generate_python_code', 'n')
4336 ('/generate_id_constants.py', 'generate_python_code', 'name')
4337 ('/generate_id_constants.py', 'generate_python_code', 'body')
4338 ('/generate_id_constants.py', 'generate_python_code', 'class_name')
4339 ('/generate_id_constants.py', 'generate_python_code', 'code')
4340 ('/generate_id_constants.py', 'generate_python_code', 'key')
4341 ('/generate_id_constants.py', 'generate_python_code', 'value')
4342 ('/sc2/__init__.py', 'is_submodule', 'path')
4343 ('/sc2/__init__.py', 'is_submodule', 'is_submodule_ret')
4344 ('/sc2/helpers/__init__.py', 'is_submodule', 'path')
4345 ('/sc2/helpers/__init__.py', 'is_submodule', 'is_submodule_ret')
4346 ('/sc2/unit_command.py', '__init__', 'queue')
4347 ('/sc2/unit_command.py', '__init__', 'target')
4348 ('/sc2/unit_command.py', '__init__', 'self')
4349 ('/sc2/unit_command.py', '__init__', 'ability')
4350 ('/sc2/unit_command.py', '__init__', 'unit')
4351 ('/sc2/unit_command.py', 'combining_tuple', 'self')
4352 ('/sc2/unit_command.py', 'combining_tuple', 'combining_tuple_ret')
4353 ('/sc2/game_info.py', 'size', 'self')
4354 ('/sc2/game_info.py', 'size', 'size_ret')
4355 ('/sc2/game_info.py', 'height_at', 'self')
4356 ('/sc2/game_info.py', 'height_at', 'p')
4357 ('/sc2/game_info.py', 'height_at', 'height_at_ret')
4358 ('/sc2/game_info.py', 'points', 'self')
4359 ('/sc2/game_info.py', 'points', 'points_ret')
4360 ('/sc2/game_info.py', 'upper', 'self')
4361 ('/sc2/game_info.py', 'upper', 'p')
4362 ('/sc2/game_info.py', 'upper', 'max_height')
4363 ('/sc2/game_info.py', 'upper', 'upper_ret')
4364 ('/sc2/game_info.py', 'upper2_for_ramp_wall', 'self')
4365 ('/sc2/game_info.py', 'upper2_for_ramp_wall', 'upper2_for_ramp_wall_ret')
4366 ('/sc2/game_info.py', 'upper2_for_ramp_wall', 'upper2')
4367 ('/sc2/game_info.py', 'top_center', 'self')
4368 ('/sc2/game_info.py', 'top_center', 'p')
4369 ('/sc2/game_info.py', 'top_center', 'pos')
4370 ('/sc2/game_info.py', 'top_center', 'top_center_ret')
4371 ('/sc2/game_info.py', 'lower', 'self')
4372 ('/sc2/game_info.py', 'lower', 'p')
4373 ('/sc2/game_info.py', 'lower', 'min_height')
4374 ('/sc2/game_info.py', 'lower', 'lower_ret')
4375 ('/sc2/game_info.py', 'bottom_center', 'self')
4376 ('/sc2/game_info.py', 'bottom_center', 'p')
4377 ('/sc2/game_info.py', 'bottom_center', 'pos')
4378 ('/sc2/game_info.py', 'bottom_center', 'bottom_center_ret')
4379 ('/sc2/game_info.py', 'barracks_in_middle', 'self')
4380 ('/sc2/game_info.py', 'barracks_in_middle', 'points')
4381 ('/sc2/game_info.py', 'barracks_in_middle', 'p1')
4382 ('/sc2/game_info.py', 'barracks_in_middle', 'p2')
4383 ('/sc2/game_info.py', 'barracks_in_middle', 'intersects')
4384 ('/sc2/game_info.py', 'barracks_in_middle', 'anyLowerPoint')
4385 ('/sc2/game_info.py', 'barracks_in_middle', 'barracks_in_middle_ret')
4386 ('/sc2/game_info.py', 'depot_in_middle', 'self')
4387 ('/sc2/game_info.py', 'depot_in_middle', 'points')
4388 ('/sc2/game_info.py', 'depot_in_middle', 'p1')
4389 ('/sc2/game_info.py', 'depot_in_middle', 'p2')
4390 ('/sc2/game_info.py', 'depot_in_middle', 'intersects')
4391 ('/sc2/game_info.py', 'depot_in_middle', 'anyLowerPoint')
4392 ('/sc2/game_info.py', 'depot_in_middle', 'depot_in_middle_ret')
4393 ('/sc2/game_info.py', 'corner_depots', 'self')
4394 ('/sc2/game_info.py', 'corner_depots', 'points')
