0 ('/wemake_python_styleguide/visitors/ast/naming.py', 'module_initializer', '_VariableDef')
1965 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'BlockVariableVisitor_class_initializer', '_scope_predicates')
1966 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_named_nodes', 'self')
1967 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_named_nodes', 'node')
1968 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_any_for', 'self')
1969 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_any_for', 'node')
1970 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_alias', 'self')
1971 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_alias', 'node')
1972 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_withitem', 'self')
1973 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_withitem', 'node')
1974 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_locals', 'self')
1975 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_locals', 'node')
1976 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_locals', 'names')
1977 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_scope', 'self')
1978 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_scope', 'node')
1979 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_scope', 'names')
1980 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_scope', 'is_local')
1981 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_outer_scope', 'self')
1982 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_outer_scope', 'node')
1983 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_outer_scope', 'names')
1984 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_Name', 'self')
1985 ('/wemake_python_styleguide/visitors/ast/blocks.py', 'visit_Name', 'node')
1986 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_add_to_scope', 'self')
1987 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_add_to_scope', 'node')
1988 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_add_to_scope', 'names')
1989 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_check_variable_usage', 'self')
1990 ('/wemake_python_styleguide/visitors/ast/blocks.py', '_check_variable_usage', 'node')
1991 ('/wemake_python_styleguide/visitors/ast/operators.py', 'UselessOperatorsVisitor_class_initializer', '_unary_limits')
1992 ('/wemake_python_styleguide/visitors/ast/operators.py', 'UselessOperatorsVisitor_class_initializer', '_meaningless_operations')
1993 ('/wemake_python_styleguide/visitors/ast/operators.py', 'UselessOperatorsVisitor_class_initializer', '_left_special_cases')
1994 ('/wemake_python_styleguide/visitors/ast/operators.py', 'UselessOperatorsVisitor_class_initializer', '_zero_divisors')
1995 ('/wemake_python_styleguide/visitors/ast/operators.py', 'visit_numbers_and_constants', 'self')
1996 ('/wemake_python_styleguide/visitors/ast/operators.py', 'visit_numbers_and_constants', 'node')
1997 ('/wemake_python_styleguide/visitors/ast/operators.py', 'visit_BinOp', 'self')
1998 ('/wemake_python_styleguide/visitors/ast/operators.py', 'visit_BinOp', 'node')
1999 ('/wemake_python_styleguide/visitors/ast/operators.py', 'visit_AugAssign', 'self')
2000 ('/wemake_python_styleguide/visitors/ast/operators.py', 'visit_AugAssign', 'node')
2001 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_operator_count', 'self')
2002 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_operator_count', 'node')
2003 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_zero_division', 'self')
2004 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_zero_division', 'op')
2005 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_zero_division', 'number')
2006 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_useless_math_operator', 'self')
2007 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_useless_math_operator', 'op')
2008 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_useless_math_operator', 'left')
2009 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_useless_math_operator', 'right')
2010 ('/wemake_python_styleguide/visitors/ast/operators.py', '_get_non_negative_nodes', 'self')
2011 ('/wemake_python_styleguide/visitors/ast/operators.py', '_get_non_negative_nodes', 'left')
2012 ('/wemake_python_styleguide/visitors/ast/operators.py', '_get_non_negative_nodes', 'right')
2013 ('/wemake_python_styleguide/visitors/ast/operators.py', '_get_non_negative_nodes', 'non_negative_numbers')
2014 ('/wemake_python_styleguide/visitors/ast/operators.py', '_get_non_negative_nodes', '_get_non_negative_nodes_ret')
2015 ('/wemake_python_styleguide/visitors/ast/operators.py', 'WrongMathOperatorVisitor_class_initializer', '_string_nodes')
2016 ('/wemake_python_styleguide/visitors/ast/operators.py', 'WrongMathOperatorVisitor_class_initializer', '_list_nodes')
2017 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_negation', 'self')
2018 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_negation', 'op')
2019 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_negation', 'right')
2020 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_list_multiply', 'self')
2021 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_list_multiply', 'node')
2022 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_string_concat', 'self')
2023 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_string_concat', 'left')
2024 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_string_concat', 'op')
2025 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_string_concat', 'right')
2026 ('/wemake_python_styleguide/visitors/ast/operators.py', 'visit_NamedExpr', 'self')
2027 ('/wemake_python_styleguide/visitors/ast/operators.py', 'visit_NamedExpr', 'node')
2028 ('/wemake_python_styleguide/visitors/ast/operators.py', 'BitwiseOpVisitor_class_initializer', '_invalid_nodes')
2029 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_logical_bitwise_operator', 'self')
2030 ('/wemake_python_styleguide/visitors/ast/operators.py', '_check_logical_bitwise_operator', 'node')
2031 ('/wemake_python_styleguide/visitors/ast/operators.py', '_is_bool_like', '_is_bool_like_ret')
2032 ('/wemake_python_styleguide/visitors/ast/operators.py', '_is_bool_like', 'self')
2033 ('/wemake_python_styleguide/visitors/ast/operators.py', '_is_bool_like', 'node')
2034 ('/wemake_python_styleguide/visitors/ast/annotations.py', 'visit_any_function', 'self')
2035 ('/wemake_python_styleguide/visitors/ast/annotations.py', 'visit_any_function', 'node')
2036 ('/wemake_python_styleguide/visitors/ast/annotations.py', 'visit_arg', 'self')
2037 ('/wemake_python_styleguide/visitors/ast/annotations.py', 'visit_arg', 'node')
2038 ('/wemake_python_styleguide/visitors/ast/annotations.py', '_check_return_annotation', 'self')
2039 ('/wemake_python_styleguide/visitors/ast/annotations.py', '_check_return_annotation', 'node')
2040 ('/wemake_python_styleguide/visitors/ast/annotations.py', '_check_arg_annotation', 'self')
2041 ('/wemake_python_styleguide/visitors/ast/annotations.py', '_check_arg_annotation', 'node')
2042 ('/wemake_python_styleguide/visitors/ast/iterables.py', 'IterableUnpackingVisitor_class_initializer', '_unpackable_iterable_parent_types')
2043 ('/wemake_python_styleguide/visitors/ast/iterables.py', 'visit_Starred', 'self')
2044 ('/wemake_python_styleguide/visitors/ast/iterables.py', 'visit_Starred', 'node')
2045 ('/wemake_python_styleguide/visitors/ast/iterables.py', '_check_unnecessary_iterable_unpacking', 'self')
2046 ('/wemake_python_styleguide/visitors/ast/iterables.py', '_check_unnecessary_iterable_unpacking', 'node')
2047 ('/wemake_python_styleguide/visitors/ast/complexity/overuses.py', 'StringOveruseVisitor_class_initializer', '_ignored_string_constants')
2048 ('/wemake_python_styleguide/visitors/ast/complexity/overuses.py', 'visit_any_string', 'self')
2049 ('/wemake_python_styleguide/visitors/ast/complexity/overuses.py', 'visit_any_string', 'node')
2050 ('/wemake_python_styleguide/visitors/ast/complexity/overuses.py', '_check_string_constant', 'self')
2051 ('/wemake_python_styleguide/visitors/ast/complexity/overuses.py', '_check_string_constant', 'node')
2052 ('/wemake_python_styleguide/visitors/ast/complexity/overuses.py', 'ExpressionOveruseVisitor_class_initializer', '_expressions')
2053 ('/wemake_python_styleguide/visitors/ast/complexity/overuses.py', 'ExpressionOveruseVisitor_class_initializer', '_ignore_predicates')
2054 ('/wemake_python_styleguide/visitors/ast/complexity/overuses.py', 'ExpressionOveruseVisitor_class_initializer', '_msg')
2055 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', 'AccessVisitor_class_initializer', '_access_nodes')
2056 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', 'visit_Subscript', 'self')
2057 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', 'visit_Subscript', 'node')
2058 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', 'visit_Attribute', 'self')
2059 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', 'visit_Attribute', 'node')
2060 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', '_is_any_access', '_is_any_access_ret')
2061 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', '_is_any_access', 'self')
2062 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', '_is_any_access', 'node')
2063 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', '_check_consecutive_access_number', 'self')
2064 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', '_check_consecutive_access_number', 'node')
2065 ('/wemake_python_styleguide/visitors/ast/complexity/access.py', '_check_consecutive_access_number', 'access_number')
2066 ('/wemake_python_styleguide/visitors/ast/complexity/offset.py', 'OffsetVisitor_class_initializer', '_max_offset_blocks')
2067 ('/wemake_python_styleguide/visitors/ast/complexity/offset.py', 'visit_line_expression', 'self')
2068 ('/wemake_python_styleguide/visitors/ast/complexity/offset.py', 'visit_line_expression', 'node')
2069 ('/wemake_python_styleguide/visitors/ast/complexity/offset.py', '_check_offset', 'self')
2070 ('/wemake_python_styleguide/visitors/ast/complexity/offset.py', '_check_offset', 'node')
2071 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', 'validate', 'self')
2072 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', 'validate', 'node')
2073 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', '_check_import_from_names_count', 'self')
2074 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', '_check_import_from_names_count', 'node')
2075 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', '_check_import_from_names_count', 'imported_names_number')
2076 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', 'visit_Import', 'self')
2077 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', 'visit_Import', 'node')
2078 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', 'visit_ImportFrom', 'self')
2079 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', 'visit_ImportFrom', 'node')
2080 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', '_visit_any_import', 'self')
2081 ('/wemake_python_styleguide/visitors/ast/complexity/imports.py', '_visit_any_import', 'node')
2082 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', 'visit_ClassDef', 'self')
2083 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', 'visit_ClassDef', 'node')
2084 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', '_check_base_classes', 'self')
2085 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', '_check_base_classes', 'node')
2086 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', '_check_public_attributes', 'self')
2087 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', '_check_public_attributes', 'node')
2088 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', '_check_public_attributes', 'attrs_count')
2089 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', 'visit_any_function', 'self')
2090 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', 'visit_any_function', 'node')
2091 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', '_check_method', 'self')
2092 ('/wemake_python_styleguide/visitors/ast/complexity/classes.py', '_check_method', 'node')
2093 ('/wemake_python_styleguide/visitors/ast/complexity/annotations.py', 'visit_any_function', 'self')
2094 ('/wemake_python_styleguide/visitors/ast/complexity/annotations.py', 'visit_any_function', 'node')
2095 ('/wemake_python_styleguide/visitors/ast/complexity/annotations.py', 'visit_AnnAssign', 'self')
2096 ('/wemake_python_styleguide/visitors/ast/complexity/annotations.py', 'visit_AnnAssign', 'node')
2097 ('/wemake_python_styleguide/visitors/ast/complexity/annotations.py', '_check_function_annotations_complexity', 'self')
2098 ('/wemake_python_styleguide/visitors/ast/complexity/annotations.py', '_check_function_annotations_complexity', 'node')
2099 ('/wemake_python_styleguide/visitors/ast/complexity/annotations.py', '_check_annotations_complexity', 'self')
2100 ('/wemake_python_styleguide/visitors/ast/complexity/annotations.py', '_check_annotations_complexity', 'node')
2101 ('/wemake_python_styleguide/visitors/ast/complexity/annotations.py', '_check_annotations_complexity', 'annotations')
2102 ('/wemake_python_styleguide/visitors/ast/complexity/calls.py', 'visit_Call', 'self')
2103 ('/wemake_python_styleguide/visitors/ast/complexity/calls.py', 'visit_Call', 'node')
2104 ('/wemake_python_styleguide/visitors/ast/complexity/calls.py', '_is_call', '_is_call_ret')
2105 ('/wemake_python_styleguide/visitors/ast/complexity/calls.py', '_is_call', 'self')
2106 ('/wemake_python_styleguide/visitors/ast/complexity/calls.py', '_is_call', 'node')
2107 ('/wemake_python_styleguide/visitors/ast/complexity/calls.py', '_check_consecutive_call_number', 'self')
2108 ('/wemake_python_styleguide/visitors/ast/complexity/calls.py', '_check_consecutive_call_number', 'node')
2109 ('/wemake_python_styleguide/visitors/ast/complexity/calls.py', '_check_consecutive_call_number', 'consecutive_calls')
2110 ('/wemake_python_styleguide/visitors/ast/complexity/calls.py', '_check_consecutive_call_number', 'num_of_calls')
2111 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_ComplexityCounter_class_initializer', '_not_contain_locals')
2112 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', 'check_arguments_count', 'self')
2113 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', 'check_arguments_count', 'node')
2114 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', 'check_function_complexity', 'self')
2115 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', 'check_function_complexity', 'node')
2116 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_update_variables', 'self')
2117 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_update_variables', 'function')
2118 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_update_variables', 'variable_def')
2119 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_sub_node', 'self')
2120 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_sub_node', 'node')
2121 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_sub_node', 'sub_node')
2122 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', '_check_sub_node', 'error_counters')
2123 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', 'visit_any_function', 'self')
2124 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', 'visit_any_function', 'node')
2125 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', 'visit_Lambda', 'self')
2126 ('/wemake_python_styleguide/visitors/ast/complexity/function.py', 'visit_Lambda', 'node')
2127 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', 'visit_ClassDef', 'self')
2128 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', 'visit_ClassDef', 'node')
2129 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', 'visit_any_function', 'self')
2130 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', 'visit_any_function', 'node')
2131 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', 'visit_Lambda', 'self')
2132 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', 'visit_Lambda', 'node')
2133 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_function', 'self')
2134 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_function', 'node')
2135 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_function', 'is_inside_function')
2136 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_function', 'is_direct')
2137 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_classes', 'self')
2138 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_classes', 'node')
2139 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_classes', 'is_inside_class')
2140 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_classes', 'is_whitelisted')
2141 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_classes', 'is_inside_function')
2142 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_lambdas', 'self')
2143 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_lambdas', 'node')
2144 ('/wemake_python_styleguide/visitors/ast/complexity/nested.py', '_check_nested_lambdas', 'is_direct')
2145 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_module_members', 'self')
2146 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_module_members', 'node')
2147 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_members_count', 'self')
2148 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_members_count', 'node')
2149 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_decorators_count', 'self')
2150 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_decorators_count', 'node')
2151 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_decorators_count', 'number_of_decorators')
2152 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_BoolOp', 'self')
2153 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_BoolOp', 'node')
2154 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_Compare', 'self')
2155 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_Compare', 'node')
2156 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_count_conditions', '_count_conditions_ret')
2157 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_count_conditions', 'self')
2158 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_count_conditions', 'node')
2159 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_count_conditions', 'counter')
2160 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_conditions', 'self')
2161 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_conditions', 'node')
2162 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_compares', 'self')
2163 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_compares', 'node')
2164 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_If', 'self')
2165 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_If', 'node')
2166 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_get_root_if_node', '_get_root_if_node_ret')
2167 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_get_root_if_node', 'self')
2168 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_get_root_if_node', 'node')
2169 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_update_if_child', 'self')
2170 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_update_if_child', 'root')
2171 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_update_if_child', 'node')
2172 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_elifs', 'self')
2173 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_elifs', 'node')
2174 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_Try', 'self')
2175 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_Try', 'node')
2176 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_except_count', 'self')
2177 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_except_count', 'node')
2178 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_try_body_length', 'self')
2179 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_try_body_length', 'node')
2180 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_Yield', 'self')
2181 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_Yield', 'node')
2182 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_yield_values', 'self')
2183 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', '_check_yield_values', 'node')
2184 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_Assign', 'self')
2185 ('/wemake_python_styleguide/visitors/ast/complexity/counts.py', 'visit_Assign', 'node')
2186 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_replace_braces', '_replace_braces_ret')
2187 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_replace_braces', 'string')
2188 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongNumberTokenVisitor_class_initializer', '_bad_number_suffixes')
2189 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongNumberTokenVisitor_class_initializer', '_leading_zero_pattern')
2190 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongNumberTokenVisitor_class_initializer', '_leading_zero_float_pattern')
2191 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongNumberTokenVisitor_class_initializer', '_positive_exponent_patterns')
2192 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongNumberTokenVisitor_class_initializer', '_bad_hex_numbers')
2193 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongNumberTokenVisitor_class_initializer', '_bad_complex_suffix')
2194 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongNumberTokenVisitor_class_initializer', '_float_zero')
2195 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'visit_number', 'self')
2196 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'visit_number', 'token')
2197 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_complex_suffix', 'self')
2198 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_complex_suffix', 'token')
2199 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_underscored_number', 'self')
2200 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_underscored_number', 'token')
2201 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_partial_float', 'self')
2202 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_partial_float', 'token')
2203 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_bad_number_suffixes', 'self')
2204 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_bad_number_suffixes', 'token')
2205 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_float_zeros', 'self')
2206 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_float_zeros', 'token')
2207 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongStringTokenVisitor_class_initializer', '_bad_string_modifiers')
2208 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongStringTokenVisitor_class_initializer', '_unicode_escapes')
2209 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongStringTokenVisitor_class_initializer', '_implicit_raw_strings')
2210 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'visit_string', 'self')
2211 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'visit_string', 'token')
2212 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_correct_multiline', 'self')
2213 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_correct_multiline', 'token')
2214 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_string_modifiers', 'self')
2215 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_string_modifiers', 'token')
2216 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_implicit_raw_string', 'self')
2217 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_implicit_raw_string', 'token')
2218 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_wrong_unicode_escape', 'self')
2219 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_wrong_unicode_escape', 'token')
2220 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_wrong_unicode_escape', 'index')
2221 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_unnecessary_raw_string', 'self')
2222 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', '_check_unnecessary_raw_string', 'token')
2223 ('/wemake_python_styleguide/visitors/tokenize/primitives.py', 'WrongStringConcatenationVisitor_class_initializer', '_ignored_tokens')
2224 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', 'IfElseVisitor_class_initializer', '_allowed_token_types')
2225 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', 'visit_name', 'self')
2226 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', 'visit_name', 'token')
2227 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_does_else_belong_to_if', '_does_else_belong_to_if_ret')
2228 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_does_else_belong_to_if', 'self')
2229 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_does_else_belong_to_if', 'start_index')
2230 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_if_has_code_below', '_if_has_code_below_ret')
2231 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_if_has_code_below', 'self')
2232 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_if_has_code_below', 'remaining_tokens')
2233 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_if_has_code_below', 'index')
2234 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_if_has_code_below', 'context_count')
2235 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_check_complex_else', 'self')
2236 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_check_complex_else', 'tokens')
2237 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_check_complex_else', 'current_token')
2238 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_check_complex_else', 'index')
2239 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_is_invalid_token', '_is_invalid_token_ret')
2240 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_is_invalid_token', 'self')
2241 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_is_invalid_token', 'index')
2242 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_is_invalid_token', 'token')
2243 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_is_invalid_token', 'is_not_else')
2244 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_check_implicit_elif', 'self')
2245 ('/wemake_python_styleguide/visitors/tokenize/conditions.py', '_check_implicit_elif', 'token')
2246 ('/wemake_python_styleguide/visitors/tokenize/syntax.py', 'visit_name', 'self')
2247 ('/wemake_python_styleguide/visitors/tokenize/syntax.py', 'visit_name', 'token')
2248 ('/wemake_python_styleguide/visitors/tokenize/syntax.py', 'visit_dot', 'self')
2249 ('/wemake_python_styleguide/visitors/tokenize/syntax.py', 'visit_dot', 'token')
2250 ('/wemake_python_styleguide/visitors/tokenize/syntax.py', 'visit_any_newline', 'self')
