0 ('/bokeh/layouts.py', '__iter__', '__iter___ret')
12337 ('/examples/plotting/file/vector.py', 'blank_pos', 'yi')
12338 ('/examples/plotting/file/vector.py', 'value_at', 'a')
12339 ('/examples/plotting/file/vector.py', 'value_at', 'xi')
12340 ('/examples/plotting/file/vector.py', 'value_at', 'yi')
12341 ('/examples/plotting/file/vector.py', 'value_at', 'x')
12342 ('/examples/plotting/file/vector.py', 'value_at', 'y')
12343 ('/examples/plotting/file/vector.py', 'value_at', 'a00')
12344 ('/examples/plotting/file/vector.py', 'value_at', 'a01')
12345 ('/examples/plotting/file/vector.py', 'value_at', 'a10')
12346 ('/examples/plotting/file/vector.py', 'value_at', 'a11')
12347 ('/examples/plotting/file/vector.py', 'value_at', 'xt')
12348 ('/examples/plotting/file/vector.py', 'value_at', 'yt')
12349 ('/examples/plotting/file/vector.py', 'value_at', 'a0')
12350 ('/examples/plotting/file/vector.py', 'value_at', 'a1')
12351 ('/examples/plotting/file/vector.py', 'f', 'xi')
12352 ('/examples/plotting/file/vector.py', 'f', 'yi')
12353 ('/examples/plotting/file/vector.py', 'f', 'dt_ds')
12354 ('/examples/plotting/file/vector.py', 'f', 'ui')
12355 ('/examples/plotting/file/vector.py', 'f', 'vi')
12356 ('/examples/plotting/file/vector.py', 'g', 'xi')
12357 ('/examples/plotting/file/vector.py', 'g', 'yi')
12358 ('/examples/plotting/file/vector.py', 'g', 'dt_ds')
12359 ('/examples/plotting/file/vector.py', 'g', 'ui')
12360 ('/examples/plotting/file/vector.py', 'g', 'vi')
12361 ('/examples/plotting/file/vector.py', 'rk4', 'x0')
12362 ('/examples/plotting/file/vector.py', 'rk4', 'y0')
12363 ('/examples/plotting/file/vector.py', 'rk4', 'f')
12364 ('/examples/plotting/file/vector.py', 'rk4', 'ds')
12365 ('/examples/plotting/file/vector.py', 'rk4', 'stotal')
12366 ('/examples/plotting/file/vector.py', 'rk4', 'xi')
12367 ('/examples/plotting/file/vector.py', 'rk4', 'yi')
12368 ('/examples/plotting/file/vector.py', 'rk4', 'xb')
12369 ('/examples/plotting/file/vector.py', 'rk4', 'yb')
12370 ('/examples/plotting/file/vector.py', 'rk4', 'xf_traj')
12371 ('/examples/plotting/file/vector.py', 'rk4', 'yf_traj')
12372 ('/examples/plotting/file/vector.py', 'rk4', 'k1x')
12373 ('/examples/plotting/file/vector.py', 'rk4', 'k1y')
12374 ('/examples/plotting/file/vector.py', 'rk4', 'k2x')
12375 ('/examples/plotting/file/vector.py', 'rk4', 'k2y')
12376 ('/examples/plotting/file/vector.py', 'rk4', 'k3x')
12377 ('/examples/plotting/file/vector.py', 'rk4', 'k3y')
12378 ('/examples/plotting/file/vector.py', 'rk4', 'k4x')
12379 ('/examples/plotting/file/vector.py', 'rk4', 'k4y')
12380 ('/examples/plotting/file/vector.py', 'rk4', 'new_xb')
12381 ('/examples/plotting/file/vector.py', 'rk4', 'new_yb')
12382 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'x0')
12383 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'y0')
12384 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'check')
12385 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'bx_changes')
12386 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'by_changes')
12387 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'integrator')
12388 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'sf')
12389 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'xf_traj')
12390 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'yf_traj')
12391 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'sb')
12392 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'xb_traj')
12393 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'yb_traj')
12394 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'stotal')
12395 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'x_traj')
12396 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'y_traj')
12397 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'initxb')
12398 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'inityb')
12399 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'xb')
12400 ('/examples/plotting/file/vector.py', 'rk4_integrate', 'yb')
12401 ('/examples/plotting/file/vector.py', 'traj', 'xb')
12402 ('/examples/plotting/file/vector.py', 'traj', 'yb')
12403 ('/examples/plotting/file/vector.py', 'traj', 't')
12404 ('/examples/plotting/file/vector.py', 'streamlines', 'x')
12405 ('/examples/plotting/file/vector.py', 'streamlines', 'y')
12406 ('/examples/plotting/file/vector.py', 'streamlines', 'u')
12407 ('/examples/plotting/file/vector.py', 'streamlines', 'v')
12408 ('/examples/plotting/file/vector.py', 'streamlines', 'density')
12409 ('/examples/plotting/file/vector.py', 'streamlines', 'NGX')
12410 ('/examples/plotting/file/vector.py', 'streamlines', 'NGY')
12411 ('/examples/plotting/file/vector.py', 'streamlines', 'DX')
12412 ('/examples/plotting/file/vector.py', 'streamlines', 'DY')
12413 ('/examples/plotting/file/vector.py', 'streamlines', 'XOFF')
12414 ('/examples/plotting/file/vector.py', 'streamlines', 'YOFF')
12415 ('/examples/plotting/file/vector.py', 'streamlines', 'speed')
12416 ('/examples/plotting/file/vector.py', 'streamlines', 'NBX')
12417 ('/examples/plotting/file/vector.py', 'streamlines', 'NBY')
12418 ('/examples/plotting/file/vector.py', 'streamlines', 'blank')
12419 ('/examples/plotting/file/vector.py', 'streamlines', 'bx_spacing')
12420 ('/examples/plotting/file/vector.py', 'streamlines', 'by_spacing')
12421 ('/examples/plotting/file/vector.py', 'streamlines', 'trajectories')
12422 ('/examples/plotting/file/vector.py', 'streamlines', 'xi')
12423 ('/examples/plotting/file/vector.py', 'streamlines', 'indent')
12424 ('/examples/plotting/file/vector.py', 'streamlines', 'xs')
12425 ('/examples/plotting/file/vector.py', 'streamlines', 't')
12426 ('/examples/plotting/file/vector.py', 'streamlines', 'ys')
12427 ('/examples/plotting/file/vector.py', 'module_initializer', 'xx')
12428 ('/examples/plotting/file/vector.py', 'module_initializer', 'yy')
12429 ('/examples/plotting/file/vector.py', 'module_initializer', 'Y')
12430 ('/examples/plotting/file/vector.py', 'module_initializer', 'X')
12431 ('/examples/plotting/file/vector.py', 'module_initializer', 'U')
12432 ('/examples/plotting/file/vector.py', 'module_initializer', 'V')
12433 ('/examples/plotting/file/vector.py', 'module_initializer', 'speed')
12434 ('/examples/plotting/file/vector.py', 'module_initializer', 'theta')
12435 ('/examples/plotting/file/vector.py', 'module_initializer', 'x0')
12436 ('/examples/plotting/file/vector.py', 'module_initializer', 'y0')
12437 ('/examples/plotting/file/vector.py', 'module_initializer', 'length')
12438 ('/examples/plotting/file/vector.py', 'module_initializer', 'angle')
12439 ('/examples/plotting/file/vector.py', 'module_initializer', 'x1')
12440 ('/examples/plotting/file/vector.py', 'module_initializer', 'y1')
12441 ('/examples/plotting/file/vector.py', 'module_initializer', 'xs')
12442 ('/examples/plotting/file/vector.py', 'module_initializer', 'ys')
12443 ('/examples/plotting/file/vector.py', 'module_initializer', 'cm')
12444 ('/examples/plotting/file/vector.py', 'module_initializer', 'ix')
12445 ('/examples/plotting/file/vector.py', 'module_initializer', 'colors')
12446 ('/examples/plotting/file/vector.py', 'module_initializer', 'p1')
12447 ('/examples/plotting/file/vector.py', 'module_initializer', 'p2')
12448 ('/examples/plotting/file/us_marriages_divorces_hover.py', 'module_initializer', 'data')
12449 ('/examples/plotting/file/us_marriages_divorces_hover.py', 'module_initializer', 'source')
12450 ('/examples/plotting/file/us_marriages_divorces_hover.py', 'module_initializer', 'TOOLS')
12451 ('/examples/plotting/file/us_marriages_divorces_hover.py', 'module_initializer', 'p')
12452 ('/examples/plotting/file/logplot.py', 'module_initializer', 'x')
12453 ('/examples/plotting/file/logplot.py', 'module_initializer', 'p')
12454 ('/examples/plotting/file/linked_brushing.py', 'module_initializer', 'source')
12455 ('/examples/plotting/file/linked_brushing.py', 'module_initializer', 'TOOLS')
12456 ('/examples/plotting/file/linked_brushing.py', 'module_initializer', 's1')
12457 ('/examples/plotting/file/linked_brushing.py', 'module_initializer', 's2')
12458 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'nodes')
12459 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'names')
12460 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'N')
12461 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'counts')
12462 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'colormap')
12463 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'xname')
12464 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'yname')
12465 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'color')
12466 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'alpha')
12467 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'data')
12468 ('/examples/plotting/file/les_mis.py', 'module_initializer', 'p')
12469 ('/examples/plotting/file/linked_panning.py', 'module_initializer', 'N')
12470 ('/examples/plotting/file/linked_panning.py', 'module_initializer', 'x')
12471 ('/examples/plotting/file/linked_panning.py', 'module_initializer', 'y1')
12472 ('/examples/plotting/file/linked_panning.py', 'module_initializer', 'y2')
12473 ('/examples/plotting/file/linked_panning.py', 'module_initializer', 'y3')
12474 ('/examples/plotting/file/linked_panning.py', 'module_initializer', 's1')
12475 ('/examples/plotting/file/linked_panning.py', 'module_initializer', 's2')
12476 ('/examples/plotting/file/linked_panning.py', 'module_initializer', 's3')
12477 ('/examples/plotting/file/linked_panning.py', 'module_initializer', 'p')
12478 ('/examples/plotting/file/marker_map.py', 'module_initializer', 'SPECIES')
12479 ('/examples/plotting/file/marker_map.py', 'module_initializer', 'MARKERS')
12480 ('/examples/plotting/file/marker_map.py', 'module_initializer', 'p')
12481 ('/examples/plotting/file/boxplot.py', 'outliers', 'group')
12482 ('/examples/plotting/file/boxplot.py', 'outliers', 'cat')
12483 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'cats')
12484 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'yy')
12485 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'g')
12486 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'df')
12487 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'groups')
12488 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'q1')
12489 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'q2')
12490 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'q3')
12491 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'iqr')
12492 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'upper')
12493 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'lower')
12494 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'out')
12495 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'outx')
12496 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'outy')
12497 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'p')
12498 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'qmin')
12499 ('/examples/plotting/file/boxplot.py', 'module_initializer', 'qmax')
12500 ('/examples/plotting/file/categorical_scatter_jitter.py', 'module_initializer', 'DAYS')
12501 ('/examples/plotting/file/categorical_scatter_jitter.py', 'module_initializer', 'source')
12502 ('/examples/plotting/file/categorical_scatter_jitter.py', 'module_initializer', 'p')
12503 ('/examples/plotting/file/line_select.py', 'module_initializer', 't')
12504 ('/examples/plotting/file/line_select.py', 'module_initializer', 'code')
12505 ('/examples/plotting/file/line_select.py', 'module_initializer', 'source')
12506 ('/examples/plotting/file/line_select.py', 'module_initializer', 'p')
12507 ('/examples/plotting/file/line_select.py', 'module_initializer', 'l1')
12508 ('/examples/plotting/file/line_select.py', 'module_initializer', 'l2')
12509 ('/examples/plotting/file/line_select.py', 'module_initializer', 'l3')
12510 ('/examples/plotting/file/bar_dodged.py', 'module_initializer', 'fruits')
12511 ('/examples/plotting/file/bar_dodged.py', 'module_initializer', 'years')
12512 ('/examples/plotting/file/bar_dodged.py', 'module_initializer', 'data')
12513 ('/examples/plotting/file/bar_dodged.py', 'module_initializer', 'source')
12514 ('/examples/plotting/file/bar_dodged.py', 'module_initializer', 'p')
12515 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'N')
12516 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'x')
12517 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'y')
12518 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'xx')
12519 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'yy')
12520 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'd')
12521 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'p1')
12522 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'img')
12523 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'view')
12524 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'c')
12525 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'p2')
12526 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'url')
12527 ('/examples/plotting/file/image_alpha.py', 'module_initializer', 'p3')
12528 ('/examples/plotting/file/bar_stacked.py', 'module_initializer', 'fruits')
12529 ('/examples/plotting/file/bar_stacked.py', 'module_initializer', 'years')
12530 ('/examples/plotting/file/bar_stacked.py', 'module_initializer', 'colors')
12531 ('/examples/plotting/file/bar_stacked.py', 'module_initializer', 'data')
12532 ('/examples/plotting/file/bar_stacked.py', 'module_initializer', 'p')
12533 ('/examples/plotting/file/periodic.py', 'module_initializer', 'periods')
12534 ('/examples/plotting/file/periodic.py', 'module_initializer', 'groups')
12535 ('/examples/plotting/file/periodic.py', 'module_initializer', 'df')
12536 ('/examples/plotting/file/periodic.py', 'module_initializer', 'cmap')
12537 ('/examples/plotting/file/periodic.py', 'module_initializer', 'TOOLTIPS')
12538 ('/examples/plotting/file/periodic.py', 'module_initializer', 'p')
12539 ('/examples/plotting/file/periodic.py', 'module_initializer', 'r')
12540 ('/examples/plotting/file/periodic.py', 'module_initializer', 'text_props')
12541 ('/examples/plotting/file/periodic.py', 'module_initializer', 'x')
12542 ('/examples/plotting/file/sizing_mode.py', 'module_initializer', 'colormap')
12543 ('/examples/plotting/file/sizing_mode.py', 'module_initializer', 'colors')
12544 ('/examples/plotting/file/sizing_mode.py', 'module_initializer', 'plot')
12545 ('/examples/plotting/file/sizing_mode.py', 'module_initializer', 'select')
12546 ('/examples/plotting/file/sizing_mode.py', 'module_initializer', 'layout')
12547 ('/examples/plotting/file/histogram.py', 'make_plot', 'title')
12548 ('/examples/plotting/file/histogram.py', 'make_plot', 'hist')
12549 ('/examples/plotting/file/histogram.py', 'make_plot', 'edges')
12550 ('/examples/plotting/file/histogram.py', 'make_plot', 'x')
12551 ('/examples/plotting/file/histogram.py', 'make_plot', 'pdf')
12552 ('/examples/plotting/file/histogram.py', 'make_plot', 'cdf')
12553 ('/examples/plotting/file/histogram.py', 'make_plot', 'p')
12554 ('/examples/plotting/file/histogram.py', 'module_initializer', 'mu')
12555 ('/examples/plotting/file/histogram.py', 'module_initializer', 'sigma')
12556 ('/examples/plotting/file/histogram.py', 'module_initializer', 'measured')
12557 ('/examples/plotting/file/histogram.py', 'module_initializer', 'hist')
12558 ('/examples/plotting/file/histogram.py', 'module_initializer', 'edges')
12559 ('/examples/plotting/file/histogram.py', 'module_initializer', 'x')
12560 ('/examples/plotting/file/histogram.py', 'module_initializer', 'pdf')
12561 ('/examples/plotting/file/histogram.py', 'module_initializer', 'cdf')
12562 ('/examples/plotting/file/histogram.py', 'module_initializer', 'p1')
12563 ('/examples/plotting/file/histogram.py', 'module_initializer', 'p2')
12564 ('/examples/plotting/file/histogram.py', 'module_initializer', 'k')
12565 ('/examples/plotting/file/histogram.py', 'module_initializer', 'theta')
12566 ('/examples/plotting/file/histogram.py', 'module_initializer', 'p3')
12567 ('/examples/plotting/file/histogram.py', 'module_initializer', 'lam')
12568 ('/examples/plotting/file/histogram.py', 'module_initializer', 'p4')
12569 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'longitude')
12570 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'latitude')
12571 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'origin_shift')
12572 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'easting')
12573 ('/examples/plotting/file/tile_demo.py', 'lnglat_to_meters', 'northing')
12574 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'description')
12575 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'lat')
12576 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'lon')
12577 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'EN')
12578 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'dE')
12579 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'dN')
12580 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'x_range')
12581 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'y_range')
12582 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'plot')
12583 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'idx')
12584 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'tile_provider')
12585 ('/examples/plotting/file/tile_demo.py', 'module_initializer', 'layout')
12586 ('/examples/plotting/file/bar_pandas_groupby_nested.py', 'module_initializer', 'group')
12587 ('/examples/plotting/file/bar_pandas_groupby_nested.py', 'module_initializer', 'index_cmap')
12588 ('/examples/plotting/file/bar_pandas_groupby_nested.py', 'module_initializer', 'p')
12589 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'mapper_type')
12590 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'palette')
12591 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'mapper_opts')
12592 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'mapper')
12593 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'p')
12594 ('/examples/plotting/file/color_data_map.py', 'make_plot', 'color_bar')
12595 ('/examples/plotting/file/color_data_map.py', 'module_initializer', 'x')
12596 ('/examples/plotting/file/color_data_map.py', 'module_initializer', 'y')
12597 ('/examples/plotting/file/color_data_map.py', 'module_initializer', 'source')
12598 ('/examples/plotting/file/color_data_map.py', 'module_initializer', 'p1')
12599 ('/examples/plotting/file/color_data_map.py', 'module_initializer', 'p2')
12600 ('/examples/plotting/file/color_data_map.py', 'module_initializer', 'p3')
12601 ('/examples/plotting/file/color_data_map.py', 'module_initializer', 'p4')
12602 ('/examples/plotting/file/color_data_map.py', 'module_initializer', 'p5')
12603 ('/examples/plotting/file/color_data_map.py', 'module_initializer', 'mapper')
12604 ('/examples/plotting/file/customjs_hover.py', 'module_initializer', 'p')
12605 ('/examples/plotting/file/customjs_hover.py', 'module_initializer', 'code')
12606 ('/examples/plotting/file/tile_source.py', 'module_initializer', 'p')
12607 ('/examples/plotting/file/bar_basic.py', 'module_initializer', 'fruits')
12608 ('/examples/plotting/file/bar_basic.py', 'module_initializer', 'counts')
12609 ('/examples/plotting/file/bar_basic.py', 'module_initializer', 'p')
12610 ('/examples/plotting/file/box_annotation.py', 'module_initializer', 'TOOLS')
12611 ('/examples/plotting/file/box_annotation.py', 'module_initializer', 'data')
12612 ('/examples/plotting/file/box_annotation.py', 'module_initializer', 'p')
12613 ('/examples/plotting/file/line_missing_data.py', 'module_initializer', 'x')
12614 ('/examples/plotting/file/line_missing_data.py', 'module_initializer', 'y1')
12615 ('/examples/plotting/file/line_missing_data.py', 'module_initializer', 'y2')
12616 ('/examples/plotting/file/line_missing_data.py', 'module_initializer', 'p')
12617 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'theme_json')
12618 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'x')
12619 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'y')
12620 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'x2')
12621 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'z')
12622 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'source1')
12623 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'source2')
12624 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'source3')
12625 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'source4')
12626 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'plot')
12627 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'xaxis')
12628 ('/examples/plotting/file/theme_glyphs.py', 'module_initializer', 'yaxis')
12629 ('/examples/plotting/file/elements.py', 'module_initializer', 'elements')
12630 ('/examples/plotting/file/elements.py', 'module_initializer', 'mass')
12631 ('/examples/plotting/file/elements.py', 'module_initializer', 'palette')
12632 ('/examples/plotting/file/elements.py', 'module_initializer', 'melting_points')
12633 ('/examples/plotting/file/elements.py', 'module_initializer', 'low')
12634 ('/examples/plotting/file/elements.py', 'module_initializer', 'high')
12635 ('/examples/plotting/file/elements.py', 'module_initializer', 'melting_point_inds')
12636 ('/examples/plotting/file/elements.py', 'module_initializer', 'TITLE')
12637 ('/examples/plotting/file/elements.py', 'module_initializer', 'TOOLS')
12638 ('/examples/plotting/file/elements.py', 'module_initializer', 'p')
12639 ('/examples/plotting/file/elements.py', 'module_initializer', 'source')
12640 ('/examples/plotting/file/elements.py', 'module_initializer', 'labels')
12641 ('/examples/plotting/file/multi_line.py', 'module_initializer', 'mass_spec')
12642 ('/examples/plotting/file/multi_line.py', 'module_initializer', 'RT_x')
12643 ('/examples/plotting/file/multi_line.py', 'module_initializer', 'norm_dist')
12644 ('/examples/plotting/file/multi_line.py', 'module_initializer', 'figure_opts')
12645 ('/examples/plotting/file/multi_line.py', 'module_initializer', 'hover_opts')
12646 ('/examples/plotting/file/multi_line.py', 'module_initializer', 'line_opts')
12647 ('/examples/plotting/file/multi_line.py', 'module_initializer', 'rt_plot')
12648 ('/examples/plotting/file/multi_line.py', 'module_initializer', 'mz_plot')
12649 ('/examples/plotting/file/slider_callback_policy.py', 'module_initializer', 'para')
12650 ('/examples/plotting/file/slider_callback_policy.py', 'module_initializer', 's1')
12651 ('/examples/plotting/file/slider_callback_policy.py', 'module_initializer', 's2')
12652 ('/examples/plotting/file/slider_callback_policy.py', 'module_initializer', 'callback')
12653 ('/examples/plotting/file/bar_mixed.py', 'module_initializer', 'factors')
12654 ('/examples/plotting/file/bar_mixed.py', 'module_initializer', 'p')
12655 ('/examples/plotting/file/bar_mixed.py', 'module_initializer', 'x')
12656 ('/examples/plotting/file/unemployment.py', 'module_initializer', 'data')
12657 ('/examples/plotting/file/unemployment.py', 'module_initializer', 'years')
12658 ('/examples/plotting/file/unemployment.py', 'module_initializer', 'months')
12659 ('/examples/plotting/file/unemployment.py', 'module_initializer', 'df')
12660 ('/examples/plotting/file/unemployment.py', 'module_initializer', 'colors')
12661 ('/examples/plotting/file/unemployment.py', 'module_initializer', 'mapper')
12662 ('/examples/plotting/file/unemployment.py', 'module_initializer', 'TOOLS')
12663 ('/examples/plotting/file/unemployment.py', 'module_initializer', 'p')
12664 ('/examples/plotting/file/unemployment.py', 'module_initializer', 'color_bar')
12665 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'cats')
12666 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'p')
12667 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'alpha')
12668 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'fill_color')
12669 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'fill_color_alpha')
12670 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'line_color')
12671 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'line_color_alpha')
12672 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'fill')
12673 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'line')
12674 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'combinations')
12675 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'x')
12676 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'fill_options')
12677 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'y')
12678 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'line_options')
12679 ('/examples/plotting/file/properties_alpha.py', 'module_initializer', 'options')
12680 ('/examples/plotting/file/legend.py', 'module_initializer', 'x')
12681 ('/examples/plotting/file/legend.py', 'module_initializer', 'y')
12682 ('/examples/plotting/file/legend.py', 'module_initializer', 'TOOLS')
12683 ('/examples/plotting/file/legend.py', 'module_initializer', 'p1')
12684 ('/examples/plotting/file/legend.py', 'module_initializer', 'p2')
12685 ('/examples/plotting/file/hatch_custom_image.py', 'module_initializer', 'clips')
12686 ('/examples/plotting/file/hatch_custom_image.py', 'module_initializer', 'p')
12687 ('/examples/plotting/file/pie.py', 'module_initializer', 'x')
12688 ('/examples/plotting/file/pie.py', 'module_initializer', 'data')
12689 ('/examples/plotting/file/pie.py', 'module_initializer', 'p')
12690 ('/examples/plotting/file/stacked_area.py', 'module_initializer', 'N')
12691 ('/examples/plotting/file/stacked_area.py', 'module_initializer', 'df')
12692 ('/examples/plotting/file/stacked_area.py', 'module_initializer', 'p')
12693 ('/examples/plotting/file/stacked_area.py', 'module_initializer', 'names')
12694 ('/examples/plotting/file/rect.py', 'module_initializer', 'x')
12695 ('/examples/plotting/file/rect.py', 'module_initializer', 'y')
12696 ('/examples/plotting/file/rect.py', 'module_initializer', 'p1')
12697 ('/examples/plotting/file/rect.py', 'module_initializer', 'w')
12698 ('/examples/plotting/file/rect.py', 'module_initializer', 'h')
12699 ('/examples/plotting/file/rect.py', 'module_initializer', 'p2')
12700 ('/examples/plotting/file/rect.py', 'module_initializer', 'p3')
12701 ('/examples/plotting/file/bar_stacked_split.py', 'module_initializer', 'fruits')
12702 ('/examples/plotting/file/bar_stacked_split.py', 'module_initializer', 'years')
12703 ('/examples/plotting/file/bar_stacked_split.py', 'module_initializer', 'exports')
12704 ('/examples/plotting/file/bar_stacked_split.py', 'module_initializer', 'imports')
12705 ('/examples/plotting/file/bar_stacked_split.py', 'module_initializer', 'p')
12706 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'states')
12707 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'trends')
12708 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'upath17')
12709 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'totality_path')
12710 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'p')
12711 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'mapper')
12712 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'source')
12713 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'us')
12714 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'totality_x')
12715 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'totality_y')
12716 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'path')
12717 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'color_bar')
12718 ('/examples/plotting/file/eclipse.py', 'module_initializer', 'notes')
12719 ('/examples/plotting/file/airports_map.py', 'plot', 'tile_source')
12720 ('/examples/plotting/file/airports_map.py', 'plot', 'x_range')
12721 ('/examples/plotting/file/airports_map.py', 'plot', 'y_range')
12722 ('/examples/plotting/file/airports_map.py', 'plot', 'p')
12723 ('/examples/plotting/file/airports_map.py', 'module_initializer', 'title')
12724 ('/examples/plotting/file/airports_map.py', 'module_initializer', 'tile_options')
