0 ('/pygal/view.py', 'x', 'x_ret')
1344 ('/pygal/graph/gauge.py', '_y_axis', 'guides')
1345 ('/pygal/graph/gauge.py', '_y_axis', 'x')
1346 ('/pygal/graph/gauge.py', '_y_axis', 'y')
1347 ('/pygal/graph/gauge.py', '_y_axis', 'i')
1348 ('/pygal/graph/gauge.py', '_y_axis', 'label')
1349 ('/pygal/graph/gauge.py', '_y_axis', 'theta')
1350 ('/pygal/graph/gauge.py', '_x_axis', 'self')
1351 ('/pygal/graph/gauge.py', '_x_axis', 'draw_axes')
1352 ('/pygal/graph/gauge.py', '_x_axis', 'axis')
1353 ('/pygal/graph/gauge.py', '_x_axis', 'x')
1354 ('/pygal/graph/gauge.py', '_x_axis', 'y')
1355 ('/pygal/graph/gauge.py', '_compute', 'self')
1356 ('/pygal/graph/gauge.py', '_compute_x_labels', 'self')
1357 ('/pygal/graph/gauge.py', '_compute_y_labels', 'self')
1358 ('/pygal/graph/gauge.py', '_compute_y_labels', 'y_pos')
1359 ('/pygal/graph/gauge.py', '_compute_y_labels', 'pos')
1360 ('/pygal/graph/gauge.py', '_compute_y_labels', 'title')
1361 ('/pygal/graph/gauge.py', '_compute_y_labels', 'i')
1362 ('/pygal/graph/gauge.py', '_compute_y_labels', 'y_label')
1363 ('/pygal/graph/gauge.py', '_plot', 'self')
1364 ('/pygal/graph/gauge.py', '_plot', 'serie')
1365 ('/pygal/graph/gauge.py', 'Gauge_class_initializer', 'needle_width')
1366 ('/pygal/graph/public.py', 'add', 'self')
1367 ('/pygal/graph/public.py', 'add', 'title')
1368 ('/pygal/graph/public.py', 'add', 'values')
1369 ('/pygal/graph/public.py', 'add', 'kwargs')
1370 ('/pygal/graph/public.py', '__call__', 'self')
1371 ('/pygal/graph/public.py', '__call__', 'args')
1372 ('/pygal/graph/public.py', '__call__', 'kwargs')
1373 ('/pygal/graph/public.py', 'add_xml_filter', 'self')
1374 ('/pygal/graph/public.py', 'add_xml_filter', 'callback')
1375 ('/pygal/graph/public.py', 'render', 'self')
1376 ('/pygal/graph/public.py', 'render', 'is_unicode')
1377 ('/pygal/graph/public.py', 'render', 'kwargs')
1378 ('/pygal/graph/public.py', 'render', 'svg')
1379 ('/pygal/graph/public.py', 'render_tree', 'self')
1380 ('/pygal/graph/public.py', 'render_tree', 'kwargs')
1381 ('/pygal/graph/public.py', 'render_tree', 'svg')
1382 ('/pygal/graph/public.py', 'render_tree', 'f')
1383 ('/pygal/graph/public.py', 'render_table', 'self')
1384 ('/pygal/graph/public.py', 'render_table', 'kwargs')
1385 ('/pygal/graph/public.py', 'render_pyquery', 'self')
1386 ('/pygal/graph/public.py', 'render_pyquery', 'kwargs')
1387 ('/pygal/graph/public.py', 'render_in_browser', 'self')
1388 ('/pygal/graph/public.py', 'render_in_browser', 'kwargs')
1389 ('/pygal/graph/public.py', 'render_response', 'self')
1390 ('/pygal/graph/public.py', 'render_response', 'kwargs')
1391 ('/pygal/graph/public.py', 'render_django_response', 'self')
1392 ('/pygal/graph/public.py', 'render_django_response', 'kwargs')
1393 ('/pygal/graph/public.py', 'render_data_uri', 'self')
1394 ('/pygal/graph/public.py', 'render_data_uri', 'kwargs')
1395 ('/pygal/graph/public.py', 'render_to_file', 'self')
1396 ('/pygal/graph/public.py', 'render_to_file', 'filename')
1397 ('/pygal/graph/public.py', 'render_to_file', 'kwargs')
1398 ('/pygal/graph/public.py', 'render_to_png', 'self')
1399 ('/pygal/graph/public.py', 'render_to_png', 'filename')
1400 ('/pygal/graph/public.py', 'render_to_png', 'dpi')
1401 ('/pygal/graph/public.py', 'render_to_png', 'kwargs')
1402 ('/pygal/graph/public.py', 'render_sparktext', 'self')
1403 ('/pygal/graph/public.py', 'render_sparktext', 'relative_to')
1404 ('/pygal/graph/public.py', 'render_sparktext', 'bars')
1405 ('/pygal/graph/public.py', 'render_sparktext', 'values')
1406 ('/pygal/graph/public.py', 'render_sparktext', 'chart')
1407 ('/pygal/graph/public.py', 'render_sparktext', 'vmax')
1408 ('/pygal/graph/public.py', 'render_sparktext', 'divisions')
1409 ('/pygal/graph/public.py', 'render_sparktext', 'value')
1410 ('/pygal/graph/public.py', 'render_sparkline', 'self')
1411 ('/pygal/graph/public.py', 'render_sparkline', 'kwargs')
1412 ('/pygal/graph/public.py', 'render_sparkline', 'spark_options')
1413 ('/pygal/graph/horizontalstackedline.py', '_plot', 'self')
1414 ('/pygal/graph/horizontalstackedline.py', '_plot', 'serie')
1415 ('/pygal/graph/box.py', '_value_format', 'self')
1416 ('/pygal/graph/box.py', '_value_format', 'value')
1417 ('/pygal/graph/box.py', '_value_format', 'serie')
1418 ('/pygal/graph/box.py', '_compute', 'self')
1419 ('/pygal/graph/box.py', '_compute', 'serie')
1420 ('/pygal/graph/box.py', '_compute', 'i')
1421 ('/pygal/graph/box.py', '_plot', 'self')
1422 ('/pygal/graph/box.py', '_plot', 'serie')
1423 ('/pygal/graph/box.py', '_len', 'self')
1424 ('/pygal/graph/box.py', '_boxf', 'self')
1425 ('/pygal/graph/box.py', '_boxf', 'serie')
1426 ('/pygal/graph/box.py', '_boxf', 'serie_node')
1427 ('/pygal/graph/box.py', '_boxf', 'boxes')
1428 ('/pygal/graph/box.py', '_boxf', 'metadata')
1429 ('/pygal/graph/box.py', '_boxf', 'box')
1430 ('/pygal/graph/box.py', '_boxf', 'val')
1431 ('/pygal/graph/box.py', '_boxf', 'x_center')
1432 ('/pygal/graph/box.py', '_boxf', 'y_center')
1433 ('/pygal/graph/box.py', '_draw_box', 'self')
1434 ('/pygal/graph/box.py', '_draw_box', 'parent_node')
1435 ('/pygal/graph/box.py', '_draw_box', 'quartiles')
1436 ('/pygal/graph/box.py', '_draw_box', 'outliers')
1437 ('/pygal/graph/box.py', '_draw_box', 'box_index')
1438 ('/pygal/graph/box.py', '_draw_box', 'metadata')
1439 ('/pygal/graph/box.py', '_draw_box', 'width')
1440 ('/pygal/graph/box.py', '_draw_box', 'series_margin')
1441 ('/pygal/graph/box.py', '_draw_box', 'left_edge')
1442 ('/pygal/graph/box.py', '_draw_box', 'whisker_width')
1443 ('/pygal/graph/box.py', '_draw_box', 'shift')
1444 ('/pygal/graph/box.py', '_draw_box', 'xs')
1445 ('/pygal/graph/box.py', '_draw_box', 'xe')
1446 ('/pygal/graph/box.py', '_draw_box', 'i')
1447 ('/pygal/graph/box.py', '_draw_box', 'whisker')
1448 ('/pygal/graph/box.py', '_draw_box', 'o')
1449 ('/pygal/graph/box.py', 'median', 'seq')
1450 ('/pygal/graph/box.py', 'median', 'n')
1451 ('/pygal/graph/box.py', 'mean', 'seq')
1452 ('/pygal/graph/box.py', 'stdev', 'seq')
1453 ('/pygal/graph/box.py', 'stdev', 'm')
1454 ('/pygal/graph/box.py', 'stdev', 'l')
1455 ('/pygal/graph/box.py', 'stdev', 'v')
1456 ('/pygal/graph/box.py', 'stdev', 'n')
1457 ('/pygal/graph/box.py', 'pstdev', 'seq')
1458 ('/pygal/graph/box.py', 'pstdev', 'm')
1459 ('/pygal/graph/box.py', 'pstdev', 'l')
1460 ('/pygal/graph/box.py', 'pstdev', 'v')
1461 ('/pygal/graph/box.py', 'pstdev', 'n')
1462 ('/pygal/graph/box.py', '_box_points', 'values')
1463 ('/pygal/graph/box.py', '_box_points', 'mode')
1464 ('/pygal/graph/box.py', '_box_points', 'outliers')
1465 ('/pygal/graph/box.py', '_box_points', 's')
1466 ('/pygal/graph/box.py', '_box_points', 'x')
1467 ('/pygal/graph/box.py', '_box_points', 'n')
1468 ('/pygal/graph/box.py', '_box_points', 'q2')
1469 ('/pygal/graph/box.py', '_box_points', 'q1')
1470 ('/pygal/graph/box.py', '_box_points', 'q3')
1471 ('/pygal/graph/box.py', '_box_points', 'm')
1472 ('/pygal/graph/box.py', '_box_points', 'iqr')
1473 ('/pygal/graph/box.py', '_box_points', 'min_s')
1474 ('/pygal/graph/box.py', '_box_points', 'max_s')
1475 ('/pygal/graph/box.py', '_box_points', 'q0')
1476 ('/pygal/graph/box.py', '_box_points', 'q4')
1477 ('/pygal/graph/box.py', '_box_points', 'b0')
1478 ('/pygal/graph/box.py', '_box_points', 'b4')
1479 ('/pygal/graph/box.py', '_box_points', 'sd')
1480 ('/pygal/graph/box.py', '_box_points', 'sdp')
1481 ('/pygal/graph/box.py', 'Box_class_initializer', '_series_margin')
1482 ('/pygal/graph/xy.py', 'xvals', 'self')
1483 ('/pygal/graph/xy.py', 'yvals', 'self')
1484 ('/pygal/graph/xy.py', '_min', 'self')
1485 ('/pygal/graph/xy.py', '_max', 'self')
1486 ('/pygal/graph/xy.py', '_compute', 'self')
1487 ('/pygal/graph/xy.py', '_compute', 'x_adapter')
1488 ('/pygal/graph/xy.py', '_compute', 'xmin')
1489 ('/pygal/graph/xy.py', '_compute', 'xmax')
1490 ('/pygal/graph/xy.py', '_compute', 'xrng')
1491 ('/pygal/graph/xy.py', '_compute', 'ymin')
1492 ('/pygal/graph/xy.py', '_compute', 'ymax')
1493 ('/pygal/graph/xy.py', '_compute', 'yrng')
1494 ('/pygal/graph/xy.py', '_compute', 'vals')
1495 ('/pygal/graph/xy.py', '_compute', 'serie')
1496 ('/pygal/graph/xy.py', '_compute', 'val')
1497 ('/pygal/graph/xy.py', 'XY_class_initializer', '_x_adapters')
1498 ('/pygal/graph/horizontal.py', '__init__', 'self')
1499 ('/pygal/graph/horizontal.py', '__init__', 'args')
1500 ('/pygal/graph/horizontal.py', '__init__', 'kwargs')
1501 ('/pygal/graph/horizontal.py', '_post_compute', 'self')
1502 ('/pygal/graph/horizontal.py', '_axes', 'self')
1503 ('/pygal/graph/horizontal.py', '_set_view', 'self')
1504 ('/pygal/graph/horizontal.py', '_set_view', 'view_class')
1505 ('/pygal/graph/horizontal.py', '_get_x_label', 'self')
1506 ('/pygal/graph/horizontal.py', '_get_x_label', 'i')
1507 ('/pygal/graph/pyramid.py', '_value_format', 'self')
1508 ('/pygal/graph/pyramid.py', '_value_format', 'value')
1509 ('/pygal/graph/pyramid.py', '_get_separated_values', 'self')
1510 ('/pygal/graph/pyramid.py', '_get_separated_values', 'secondary')
1511 ('/pygal/graph/pyramid.py', '_get_separated_values', 'series')
1512 ('/pygal/graph/pyramid.py', '_get_separated_values', 'positive_vals')
1513 ('/pygal/graph/pyramid.py', '_get_separated_values', 'index')
1514 ('/pygal/graph/pyramid.py', '_get_separated_values', 'serie')
1515 ('/pygal/graph/pyramid.py', '_get_separated_values', 'negative_vals')
1516 ('/pygal/graph/pyramid.py', '_compute_box', 'self')
1517 ('/pygal/graph/pyramid.py', '_compute_box', 'positive_vals')
1518 ('/pygal/graph/pyramid.py', '_compute_box', 'negative_vals')
1519 ('/pygal/graph/pyramid.py', '_compute_box', 'max_')
1520 ('/pygal/graph/pyramid.py', '_pre_compute_secondary', 'self')
1521 ('/pygal/graph/pyramid.py', '_pre_compute_secondary', 'positive_vals')
1522 ('/pygal/graph/pyramid.py', '_pre_compute_secondary', 'negative_vals')
1523 ('/pygal/graph/pyramid.py', '_bar', 'self')
1524 ('/pygal/graph/pyramid.py', '_bar', 'serie')
1525 ('/pygal/graph/pyramid.py', '_bar', 'parent')
1526 ('/pygal/graph/pyramid.py', '_bar', 'x')
1527 ('/pygal/graph/pyramid.py', '_bar', 'y')
1528 ('/pygal/graph/pyramid.py', '_bar', 'i')
1529 ('/pygal/graph/pyramid.py', '_bar', 'zero')
1530 ('/pygal/graph/pyramid.py', '_bar', 'secondary')
1531 ('/pygal/graph/pyramid.py', 'VerticalPyramid_class_initializer', '_adapters')
1532 ('/pygal/graph/histogram.py', '_values', 'self')
1533 ('/pygal/graph/histogram.py', '_secondary_values', 'self')
1534 ('/pygal/graph/histogram.py', 'xvals', 'self')
1535 ('/pygal/graph/histogram.py', 'yvals', 'self')
1536 ('/pygal/graph/histogram.py', '_bar', 'self')
1537 ('/pygal/graph/histogram.py', '_bar', 'serie')
1538 ('/pygal/graph/histogram.py', '_bar', 'parent')
1539 ('/pygal/graph/histogram.py', '_bar', 'x0')
1540 ('/pygal/graph/histogram.py', '_bar', 'x1')
1541 ('/pygal/graph/histogram.py', '_bar', 'y')
1542 ('/pygal/graph/histogram.py', '_bar', 'i')
1543 ('/pygal/graph/histogram.py', '_bar', 'zero')
1544 ('/pygal/graph/histogram.py', '_bar', 'secondary')
1545 ('/pygal/graph/histogram.py', '_bar', 'x')
1546 ('/pygal/graph/histogram.py', '_bar', '_')
1547 ('/pygal/graph/histogram.py', '_bar', 'width')
1548 ('/pygal/graph/histogram.py', '_bar', 'height')
1549 ('/pygal/graph/histogram.py', '_bar', 'series_margin')
1550 ('/pygal/graph/histogram.py', '_bar', 'r')
1551 ('/pygal/graph/histogram.py', 'bar', 'self')
1552 ('/pygal/graph/histogram.py', 'bar', 'serie')
1553 ('/pygal/graph/histogram.py', 'bar', 'rescale')
1554 ('/pygal/graph/histogram.py', 'bar', 'serie_node')
1555 ('/pygal/graph/histogram.py', 'bar', 'bars')
1556 ('/pygal/graph/histogram.py', 'bar', 'points')
1557 ('/pygal/graph/histogram.py', 'bar', 'metadata')
1558 ('/pygal/graph/histogram.py', 'bar', 'bar')
1559 ('/pygal/graph/histogram.py', 'bar', 'val')
1560 ('/pygal/graph/histogram.py', 'bar', 'bounds')
1561 ('/pygal/graph/histogram.py', 'bar', 'i')
1562 ('/pygal/graph/histogram.py', 'bar', 'y')
1563 ('/pygal/graph/histogram.py', 'bar', 'x0')
1564 ('/pygal/graph/histogram.py', 'bar', 'x1')
1565 ('/pygal/graph/histogram.py', '_compute', 'self')
1566 ('/pygal/graph/histogram.py', '_compute', 'xmin')
1567 ('/pygal/graph/histogram.py', '_compute', 'xmax')
1568 ('/pygal/graph/histogram.py', '_compute', 'xrng')
1569 ('/pygal/graph/histogram.py', '_compute', 'ymin')
1570 ('/pygal/graph/histogram.py', '_compute', 'ymax')
1571 ('/pygal/graph/histogram.py', '_compute', 'yrng')
1572 ('/pygal/graph/histogram.py', '_compute', 'serie')
1573 ('/pygal/graph/histogram.py', 'Histogram_class_initializer', '_series_margin')
1574 ('/pygal/graph/treemap.py', '_rect', 'self')
1575 ('/pygal/graph/treemap.py', '_rect', 'serie')
1576 ('/pygal/graph/treemap.py', '_rect', 'serie_node')
1577 ('/pygal/graph/treemap.py', '_rect', 'rects')
1578 ('/pygal/graph/treemap.py', '_rect', 'val')
1579 ('/pygal/graph/treemap.py', '_rect', 'x')
1580 ('/pygal/graph/treemap.py', '_rect', 'y')
1581 ('/pygal/graph/treemap.py', '_rect', 'w')
1582 ('/pygal/graph/treemap.py', '_rect', 'h')
1583 ('/pygal/graph/treemap.py', '_rect', 'i')
1584 ('/pygal/graph/treemap.py', '_rect', 'rx')
1585 ('/pygal/graph/treemap.py', '_rect', 'ry')
1586 ('/pygal/graph/treemap.py', '_rect', 'rw')
1587 ('/pygal/graph/treemap.py', '_rect', 'rh')
1588 ('/pygal/graph/treemap.py', '_rect', 'metadata')
1589 ('/pygal/graph/treemap.py', '_rect', 'rect')
1590 ('/pygal/graph/treemap.py', '_binary_tree', 'self')
1591 ('/pygal/graph/treemap.py', '_binary_tree', 'data')
1592 ('/pygal/graph/treemap.py', '_binary_tree', 'total')
1593 ('/pygal/graph/treemap.py', '_binary_tree', 'x')
1594 ('/pygal/graph/treemap.py', '_binary_tree', 'y')
1595 ('/pygal/graph/treemap.py', '_binary_tree', 'w')
1596 ('/pygal/graph/treemap.py', '_binary_tree', 'h')
1597 ('/pygal/graph/treemap.py', '_binary_tree', 'parent')
1598 ('/pygal/graph/treemap.py', '_binary_tree', 'i')
1599 ('/pygal/graph/treemap.py', '_binary_tree', 'datum')
1600 ('/pygal/graph/treemap.py', '_binary_tree', 'serie')
1601 ('/pygal/graph/treemap.py', '_binary_tree', 'serie_node')
1602 ('/pygal/graph/treemap.py', '_binary_tree', 'rects')
1603 ('/pygal/graph/treemap.py', '_binary_tree', 'midpoint')
1604 ('/pygal/graph/treemap.py', '_binary_tree', 'pivot_index')
1605 ('/pygal/graph/treemap.py', '_binary_tree', 'running_sum')
1606 ('/pygal/graph/treemap.py', '_binary_tree', 'elt')
1607 ('/pygal/graph/treemap.py', '_binary_tree', 'half1')
1608 ('/pygal/graph/treemap.py', '_binary_tree', 'half2')
1609 ('/pygal/graph/treemap.py', '_binary_tree', 'half1_sum')
1610 ('/pygal/graph/treemap.py', '_binary_tree', 'half2_sum')
1611 ('/pygal/graph/treemap.py', '_binary_tree', 'pivot_pct')
1612 ('/pygal/graph/treemap.py', '_binary_tree', 'y_pivot')
1613 ('/pygal/graph/treemap.py', '_binary_tree', 'x_pivot')
1614 ('/pygal/graph/treemap.py', '_compute_x_labels', 'self')
1615 ('/pygal/graph/treemap.py', '_compute_y_labels', 'self')
1616 ('/pygal/graph/treemap.py', '_plot', 'self')
1617 ('/pygal/graph/treemap.py', '_plot', 'total')
1618 ('/pygal/graph/treemap.py', '_plot', 'gw')
1619 ('/pygal/graph/treemap.py', '_plot', 'gh')
1620 ('/pygal/graph/treemap.py', '_plot', 'x')
1621 ('/pygal/graph/treemap.py', '_plot', 'y')
1622 ('/pygal/graph/treemap.py', '_plot', 'w')
1623 ('/pygal/graph/treemap.py', '_plot', 'h')
1624 ('/pygal/graph/treemap.py', 'Treemap_class_initializer', '_adapters')
1625 ('/pygal/graph/line.py', '__init__', 'self')
1626 ('/pygal/graph/line.py', '__init__', 'args')
1627 ('/pygal/graph/line.py', '__init__', 'kwargs')
1628 ('/pygal/graph/line.py', '_values', 'self')
1629 ('/pygal/graph/line.py', '_secondary_values', 'self')
1630 ('/pygal/graph/line.py', '_fill', 'self')
1631 ('/pygal/graph/line.py', '_fill', 'values')
1632 ('/pygal/graph/line.py', '_fill', 'zero')
1633 ('/pygal/graph/line.py', '_fill', 'end')
1634 ('/pygal/graph/line.py', '_fill', 'x')
1635 ('/pygal/graph/line.py', '_fill', 'y')
1636 ('/pygal/graph/line.py', 'line', 'self')
1637 ('/pygal/graph/line.py', 'line', 'serie')
1638 ('/pygal/graph/line.py', 'line', 'rescale')
1639 ('/pygal/graph/line.py', 'line', 'serie_node')
1640 ('/pygal/graph/line.py', 'line', 'points')
1641 ('/pygal/graph/line.py', 'line', 'view_values')
1642 ('/pygal/graph/line.py', 'line', 'metadata')
1643 ('/pygal/graph/line.py', 'line', 'classes')
1644 ('/pygal/graph/line.py', 'line', 'dots')
1645 ('/pygal/graph/line.py', 'line', 'val')
1646 ('/pygal/graph/line.py', 'line', 'i')
1647 ('/pygal/graph/line.py', 'line', 'x')
1648 ('/pygal/graph/line.py', 'line', 'y')
1649 ('/pygal/graph/line.py', 'line', 'sequences')
1650 ('/pygal/graph/line.py', 'line', 'cur_sequence')
1651 ('/pygal/graph/line.py', 'line', 'ele')
1652 ('/pygal/graph/line.py', 'line', 'seq')
1653 ('/pygal/graph/line.py', '_compute', 'self')
1654 ('/pygal/graph/line.py', '_compute', 'x')
1655 ('/pygal/graph/line.py', '_plot', 'self')
1656 ('/pygal/graph/line.py', '_plot', 'serie')
1657 ('/pygal/graph/graph.py', '_decorate', 'self')
1658 ('/pygal/graph/graph.py', '_axes', 'self')
1659 ('/pygal/graph/graph.py', '_set_view', 'self')
1660 ('/pygal/graph/graph.py', '_set_view', 'view_class')
1661 ('/pygal/graph/graph.py', '_make_graph', 'self')
1662 ('/pygal/graph/graph.py', '_x_axis', 'self')
1663 ('/pygal/graph/graph.py', '_x_axis', 'axis')
1664 ('/pygal/graph/graph.py', '_x_axis', 'truncation')
1665 ('/pygal/graph/graph.py', '_x_axis', 'first_label_position')
1666 ('/pygal/graph/graph.py', '_x_axis', 'last_label_position')
1667 ('/pygal/graph/graph.py', '_x_axis', 'available_space')
1668 ('/pygal/graph/graph.py', '_x_axis', 'lastlabel')
1669 ('/pygal/graph/graph.py', '_x_axis', 'label')
1670 ('/pygal/graph/graph.py', '_x_axis', 'major')
1671 ('/pygal/graph/graph.py', '_x_axis', 'guides')
1672 ('/pygal/graph/graph.py', '_x_axis', 'x')
1673 ('/pygal/graph/graph.py', '_x_axis', 'y')
1674 ('/pygal/graph/graph.py', '_x_axis', 'last_guide')
1675 ('/pygal/graph/graph.py', '_x_axis', 'text')
1676 ('/pygal/graph/graph.py', '_x_axis', 'position')
1677 ('/pygal/graph/graph.py', '_x_axis', 'secondary_ax')
1678 ('/pygal/graph/graph.py', '_y_axis', 'self')
1679 ('/pygal/graph/graph.py', '_y_axis', 'axis')
1680 ('/pygal/graph/graph.py', '_y_axis', 'label')
1681 ('/pygal/graph/graph.py', '_y_axis', 'major')
1682 ('/pygal/graph/graph.py', '_y_axis', 'guides')
1683 ('/pygal/graph/graph.py', '_y_axis', 'x')
1684 ('/pygal/graph/graph.py', '_y_axis', 'y')
1685 ('/pygal/graph/graph.py', '_y_axis', 'text')
1686 ('/pygal/graph/graph.py', '_y_axis', 'position')
1687 ('/pygal/graph/graph.py', '_y_axis', 'secondary_ax')
1688 ('/pygal/graph/graph.py', '_legend', 'self')
1689 ('/pygal/graph/graph.py', '_legend', 'truncation')
1690 ('/pygal/graph/graph.py', '_legend', 'x')
1691 ('/pygal/graph/graph.py', '_legend', 'y')
1692 ('/pygal/graph/graph.py', '_legend', 'cols')
1693 ('/pygal/graph/graph.py', '_legend', 'available_space')
1694 ('/pygal/graph/graph.py', '_legend', 'legends')
1695 ('/pygal/graph/graph.py', '_legend', 'h')
1696 ('/pygal/graph/graph.py', '_legend', 'x_step')
1697 ('/pygal/graph/graph.py', '_legend', 'secondary_legends')
1698 ('/pygal/graph/graph.py', '_legend', 'w')
1699 ('/pygal/graph/graph.py', '_legend', 'serie_number')
1700 ('/pygal/graph/graph.py', '_legend', 'i')
1701 ('/pygal/graph/graph.py', '_legend', 'col')
1702 ('/pygal/graph/graph.py', '_legend', 'row')
1703 ('/pygal/graph/graph.py', '_legend', 'legend')
1704 ('/pygal/graph/graph.py', '_legend', 'node')
1705 ('/pygal/graph/graph.py', '_legend', 'title')
1706 ('/pygal/graph/graph.py', '_legend', 'truncated')
1707 ('/pygal/graph/graph.py', '_legend', 'titles')
1708 ('/pygal/graph/graph.py', '_legend', 'is_secondary')
1709 ('/pygal/graph/graph.py', '_make_title', 'self')
1710 ('/pygal/graph/graph.py', '_make_title', 'i')
1711 ('/pygal/graph/graph.py', '_make_title', 'title_line')
1712 ('/pygal/graph/graph.py', '_make_x_title', 'self')
1713 ('/pygal/graph/graph.py', '_make_x_title', 'y')
1714 ('/pygal/graph/graph.py', '_make_x_title', 'text')
1715 ('/pygal/graph/graph.py', '_make_x_title', 'i')
1716 ('/pygal/graph/graph.py', '_make_x_title', 'title_line')
1717 ('/pygal/graph/graph.py', '_make_y_title', 'self')
1718 ('/pygal/graph/graph.py', '_make_y_title', 'yc')
1719 ('/pygal/graph/graph.py', '_make_y_title', 'text')
1720 ('/pygal/graph/graph.py', '_make_y_title', 'i')
1721 ('/pygal/graph/graph.py', '_make_y_title', 'title_line')
1722 ('/pygal/graph/graph.py', '_interpolate', 'self')
1723 ('/pygal/graph/graph.py', '_interpolate', 'xs')
1724 ('/pygal/graph/graph.py', '_interpolate', 'ys')
1725 ('/pygal/graph/graph.py', '_interpolate', 'x')
1726 ('/pygal/graph/graph.py', '_interpolate', 'y')
1727 ('/pygal/graph/graph.py', '_interpolate', 'i')
1728 ('/pygal/graph/graph.py', '_interpolate', 'interpolate')
1729 ('/pygal/graph/graph.py', '_rescale', 'self')
1730 ('/pygal/graph/graph.py', '_rescale', 'points')
1731 ('/pygal/graph/graph.py', '_tooltip_data', 'self')
1732 ('/pygal/graph/graph.py', '_tooltip_data', 'node')
1733 ('/pygal/graph/graph.py', '_tooltip_data', 'value')
1734 ('/pygal/graph/graph.py', '_tooltip_data', 'x')
1735 ('/pygal/graph/graph.py', '_tooltip_data', 'y')
1736 ('/pygal/graph/graph.py', '_tooltip_data', 'classes')
1737 ('/pygal/graph/graph.py', '_tooltip_data', 'xlabel')
1738 ('/pygal/graph/graph.py', '_static_value', 'self')
1739 ('/pygal/graph/graph.py', '_static_value', 'serie_node')
1740 ('/pygal/graph/graph.py', '_static_value', 'value')
1741 ('/pygal/graph/graph.py', '_static_value', 'x')
1742 ('/pygal/graph/graph.py', '_static_value', 'y')
1743 ('/pygal/graph/graph.py', '_static_value', 'metadata')
1744 ('/pygal/graph/graph.py', '_static_value', 'align_text')
1745 ('/pygal/graph/graph.py', '_static_value', 'classes')
1746 ('/pygal/graph/graph.py', '_static_value', 'label')
1747 ('/pygal/graph/graph.py', '_static_value', 'label_cls')
1748 ('/pygal/graph/graph.py', '_static_value', 'val_cls')
1749 ('/pygal/graph/graph.py', '_points', 'self')
1750 ('/pygal/graph/graph.py', '_points', 'x_pos')
1751 ('/pygal/graph/graph.py', '_points', 'i')
1752 ('/pygal/graph/graph.py', '_points', 'v')
1753 ('/pygal/graph/graph.py', '_points', 'serie')
1754 ('/pygal/graph/graph.py', '_compute_secondary', 'self')
1755 ('/pygal/graph/graph.py', '_compute_secondary', 'y_pos')
1756 ('/pygal/graph/graph.py', '_compute_secondary', 'ymin')
1757 ('/pygal/graph/graph.py', '_compute_secondary', 'ymax')
1758 ('/pygal/graph/graph.py', '_compute_secondary', 'steps')
1759 ('/pygal/graph/graph.py', '_compute_secondary', 'left_range')
1760 ('/pygal/graph/graph.py', '_compute_secondary', 'right_range')
1761 ('/pygal/graph/graph.py', '_compute_secondary', 'scale')
1762 ('/pygal/graph/graph.py', '_compute_secondary', 'i')
1763 ('/pygal/graph/graph.py', '_compute_secondary', 'pos')
1764 ('/pygal/graph/graph.py', '_post_compute', 'self')
1765 ('/pygal/graph/graph.py', '_get_x_label', 'self')
1766 ('/pygal/graph/graph.py', '_get_x_label', 'i')
1767 ('/pygal/graph/graph.py', 'all_series', 'self')
1768 ('/pygal/graph/graph.py', '_x_format', 'self')
1769 ('/pygal/graph/graph.py', '_default_formatter', 'self')
1770 ('/pygal/graph/graph.py', '_y_format', 'self')
1771 ('/pygal/graph/graph.py', '_value_format', 'self')
1772 ('/pygal/graph/graph.py', '_value_format', 'value')
1773 ('/pygal/graph/graph.py', '_format', 'self')
1774 ('/pygal/graph/graph.py', '_format', 'serie')
1775 ('/pygal/graph/graph.py', '_format', 'i')
1776 ('/pygal/graph/graph.py', '_format', 'value')
1777 ('/pygal/graph/graph.py', '_format', 'metadata')
1778 ('/pygal/graph/graph.py', '_format', 'kwargs')
1779 ('/pygal/graph/graph.py', '_format', 'formatter')
1780 ('/pygal/graph/graph.py', '_serie_format', 'self')
1781 ('/pygal/graph/graph.py', '_serie_format', 'serie')
1782 ('/pygal/graph/graph.py', '_serie_format', 'value')
1783 ('/pygal/graph/graph.py', '_serie_format', 'kwargs')
1784 ('/pygal/graph/graph.py', '_serie_format', 'formatter')
1785 ('/pygal/graph/graph.py', '_compute', 'self')
1786 ('/pygal/graph/graph.py', '_compute_margin', 'self')
1787 ('/pygal/graph/graph.py', '_compute_margin', 'h')
1788 ('/pygal/graph/graph.py', '_compute_margin', 'w')
1789 ('/pygal/graph/graph.py', '_compute_margin', 'serie')
1790 ('/pygal/graph/graph.py', '_compute_margin', 'h_max')
1791 ('/pygal/graph/graph.py', '_compute_margin', 'cols')
1792 ('/pygal/graph/graph.py', '_compute_margin', 'legend_width')
1793 ('/pygal/graph/graph.py', '_compute_margin', 'series_group')
1794 ('/pygal/graph/graph.py', '_compute_margin', 'xlabels')
1795 ('/pygal/graph/graph.py', '_compute_margin', 'ylabels')
1796 ('/pygal/graph/graph.py', '_compute_margin', '_')
1797 ('/pygal/graph/graph.py', '_compute_margin', 'height')
1798 ('/pygal/graph/graph.py', '_compute_margin', 'gh')
1799 ('/pygal/graph/graph.py', '_compute_margin', 'alpha')
